,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:40688001-64504239,chr1,40688001,64504239,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1/3,,,,False,True,False,0.8571428571428571,0.14285714285714285,,,,0.8571428571428571,1.0,,,,2,1,"[0.8571428571428571, 1.0]",23816238
1,chr1:146052001-161295406,chr1,146052001,161295406,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.1_solutions_downsized.sobj,0.0,0.40806804,0.94418729,0.0,,False,True,False,0.0,0.30176848332333805,0.698231516676662,0.0,,0.0,0.30176848332333805,1.0,1.0,,4,1,"[0.0, 0.30176848332333805, 1.0, 1.0]",15243405
2,chr1:193271001-220735000,chr1,193271001,220735000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,2,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,1,"[0.3333333333333333, 1.0]",27463999
3,chr2:20688001-54340000,chr2,20688001,54340000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.1_solutions_downsized.sobj,0.65625006,0.48855625,1.55596229,0.0,,False,True,False,0.24298640764706758,0.18089526440732465,0.5761183279456078,0.0,,0.24298640764706758,0.4238816720543922,1.0,1.0,,4,1,"[0.24298640764706758, 0.4238816720543922, 1.0, 1.0]",33651999
4,chr2:86181001-119172000,chr2,86181001,119172000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1,,,,False,True,False,0.75,0.25,,,,0.75,1.0,,,,2,1,"[0.75, 1.0]",32990999
5,chr2:120649001-151311013,chr2,120649001,151311013,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],30662012
6,chr2:177009316-222416979,chr2,177009316,222416979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,7/3,,,,False,True,False,0.5624999999999999,0.4375,,,,0.5624999999999999,0.9999999999999999,,,,2,1,"[0.5624999999999999, 0.9999999999999999]",45407663
7,chr2:222416980-240552000,chr2,222416980,240552000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,2,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,0,"[0.3333333333333333, 1.0]",18135020
8,chr3:28962595-71444828,chr3,28962595,71444828,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,9/2,,,,False,True,False,0.18181818181818182,0.8181818181818182,,,,0.18181818181818182,1.0,,,,2,0,"[0.18181818181818182, 1.0]",42482233
9,chr3:115174001-137116000,chr3,115174001,137116000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1,2,1/3,,,False,True,False,0.3,0.6,0.09999999999999999,,,0.3,0.8999999999999999,0.9999999999999999,,,3,0,"[0.3, 0.8999999999999999, 0.9999999999999999]",21941999
10,chr4:1-44675000,chr4,1,44675000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],44674999
11,chr4:53312001-70619000,chr4,53312001,70619000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,7/3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",17306999
