,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-16955000,chr1,1,16955000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,5,,,,False,True,False,0.16666666666666666,0.8333333333333334,,,,0.16666666666666666,1.0,,,,2,0,"[0.16666666666666666, 1.0]",16954999
1,chr1:42594018-123605522,chr1,42594018,123605522,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,11,5/3,,,,False,True,False,0.868421052631579,0.13157894736842107,,,,0.868421052631579,1.0,,,,2,1,"[0.868421052631579, 1.0]",81011504
2,chr1:123605523-148282500,chr1,123605523,148282500,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.25,0.5,0.75,,,True,True,False,0.16666666666666666,0.3333333333333333,0.5,,,0.16666666666666666,0.5,1.0,,,2,2,"[0.16666666666666666, 0.5, 1.0]",24676977
3,chr1:155054062-158524000,chr1,155054062,158524000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,5/3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",3469938
4,chr2:1-42310112,chr2,1,42310112,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,5,2/3,,,,False,True,False,0.8823529411764706,0.1176470588235294,,,,0.8823529411764706,1.0,,,,2,1,"[0.8823529411764706, 1.0]",42310111
5,chr2:43223061-93139350,chr2,43223061,93139350,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,1,"[0.5, 1.0]",49916289
6,chr2:95194772-190791234,chr2,95194772,190791234,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,8,2/3,,,,False,True,False,0.9230769230769231,0.07692307692307693,,,,0.9230769230769231,1.0,,,,2,1,"[0.9230769230769231, 1.0]",95596462
7,chr2:207384001-241515479,chr2,207384001,241515479,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,2,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,0,"[0.5, 1.0]",34131478
8,chr3:327282-14636381,chr3,327282,14636381,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.375,0.25,0.125,,,True,True,False,0.8636363636363636,0.09090909090909091,0.045454545454545456,,,0.8636363636363636,0.9545454545454546,1.0,,,2,2,"[0.8636363636363636, 0.9545454545454546, 1.0]",14309099
9,chr3:15740113-88692107,chr3,15740113,88692107,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,4,6,,,,False,True,False,0.4,0.6,,,,0.4,1.0,,,,2,0,"[0.4, 1.0]",72951994
10,chr3:107392670-136491570,chr3,107392670,136491570,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,2,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,0,"[0.5, 1.0]",29098900
11,chr3:136798001-189688251,chr3,136798001,189688251,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1,0,10/3,,,False,True,False,0.23076923076923073,0.0,0.7692307692307692,,,0.23076923076923073,0.23076923076923073,0.9999999999999999,,,3,0,"[0.23076923076923073, 0.23076923076923073, 0.9999999999999999]",52890250
12,chr4:1-50726025,chr4,1,50726025,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,4,3,,,,False,True,False,0.5714285714285714,0.42857142857142855,,,,0.5714285714285714,1.0,,,,2,0,"[0.5714285714285714, 1.0]",50726024
13,chr4:67292553-155717277,chr4,67292553,155717277,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,7,,,,False,True,False,0.3,0.7,,,,0.3,1.0,,,,2,0,"[0.3, 1.0]",88424724
14,chr4:158600493-190214555,chr4,158600493,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,4,,,,False,True,False,0.2,0.8,,,,0.2,1.0,,,,2,0,"[0.2, 1.0]",31614062
15,chr5:1-36422114,chr5,1,36422114,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,0,4,0,,,False,True,False,0.0,1.0,0.0,,,0.0,1.0,1.0,,,3,1,"[0.0, 1.0, 1.0]",36422113
16,chr5:50814316-138387439,chr5,50814316,138387439,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,11,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],87573123
17,chr6:66077001-118639000,chr6,66077001,118639000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3.0,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",52561999
18,chr7:5406661-25846000,chr7,5406661,25846000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,2/3,,,,False,True,False,0.75,0.25,,,,0.75,1.0,,,,2,1,"[0.75, 1.0]",20439339
19,chr7:52154335-59498943,chr7,52154335,59498943,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.75,1.5,0.75,,,True,True,False,0.25,0.5,0.25,,,0.25,0.75,1.0,,,2,2,"[0.25, 0.75, 1.0]",7344608
20,chr7:59498944-114987000,chr7,59498944,114987000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,5,2,,,,False,True,False,0.7142857142857143,0.2857142857142857,,,,0.7142857142857143,1.0,,,,2,1,"[0.7142857142857143, 1.0]",55488056
21,chr7:119014984-146061944,chr7,119014984,146061944,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,5/2,,,,False,True,False,0.2857142857142857,0.7142857142857143,,,,0.2857142857142857,1.0,,,,2,0,"[0.2857142857142857, 1.0]",27046960
22,chr8:1-30799000,chr8,1,30799000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],30798999
23,chr8:30799001-41673286,chr8,30799001,41673286,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",10874285
24,chr8:49792086-58873943,chr8,49792086,58873943,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.0,0.0,1.75,,,False,True,False,0.0,0.0,1.0,,,0.0,0.0,1.0,,,2,2,"[0.0, 0.0, 1.0]",9081857
25,chr8:61039600-109479408,chr8,61039600,109479408,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4,5/3,,,,False,True,False,0.7058823529411764,0.29411764705882354,,,,0.7058823529411764,1.0,,,,2,1,"[0.7058823529411764, 1.0]",48439808
26,chr9:37415069-44377362,chr9,37415069,44377362,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.0,0.0,1.25,,,False,True,False,0.0,0.0,1.0,,,0.0,0.0,1.0,,,2,2,"[0.0, 0.0, 1.0]",6962293
27,chr9:44377363-113604000,chr9,44377363,113604000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,9/2,,,,False,True,False,0.3076923076923077,0.6923076923076923,,,,0.3076923076923077,1.0,,,,2,0,"[0.3076923076923077, 1.0]",69226637
