,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-48845944,chr1,1,48845944,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,21/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],48845943
1,chr1:51377433-86576307,chr1,51377433,86576307,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],35198874
2,chr1:123605523-163369358,chr1,123605523,163369358,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",39763835
3,chr1:200094531-225742000,chr1,200094531,225742000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,1,1,1/2,,False,True,False,0.4,0.4,0.2,,0.4,0.8,1.0,,3,1,"[0.4, 0.8, 1.0]",25647469
4,chr2:27025499-62532172,chr2,27025499,62532172,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,5,3/2,,,False,True,False,0.7692307692307693,0.23076923076923078,,,0.7692307692307693,1.0,,,2,0,"[0.7692307692307693, 1.0]",35506673
5,chr2:71500678-93139350,chr2,71500678,93139350,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],21638672
6,chr2:102942250-140334363,chr2,102942250,140334363,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,9,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],37392113
7,chr2:141959227-197066582,chr2,141959227,197066582,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],55107355
8,chr2:199193020-230769597,chr2,199193020,230769597,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],31576577
9,chr2:231095088-242193529,chr2,231095088,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],11098441
10,chr3:80015960-122075895,chr3,80015960,122075895,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,6,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],42059935
11,chr3:133489327-149339993,chr3,133489327,149339993,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,6,0,1/3,,False,True,False,0.9473684210526316,0.0,0.05263157894736842,,0.9473684210526316,0.9473684210526316,1.0,,3,0,"[0.9473684210526316, 0.9473684210526316, 1.0]",15850666
12,chr3:155789923-187130677,chr3,155789923,187130677,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.1_solutions_downsized.sobj,2,0,1,1/4,False,True,False,0.6153846153846154,0.0,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.6153846153846154,0.9230769230769231,1.0,4,0,"[0.6153846153846154, 0.6153846153846154, 0.9230769230769231, 1.0]",31340754
13,chr3:155789923-187130677,chr3,155789923,187130677,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.2_solutions_downsized.sobj,2.0,0.25,0.5,0.5,True,True,False,0.6153846153846154,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.6153846153846154,0.6923076923076923,0.8461538461538461,1.0,4,0,"[0.6153846153846154, 0.6923076923076923, 0.8461538461538461, 1.0]",31340754
14,chr4:1-37732178,chr4,1,37732178,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,8,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],37732177
15,chr4:55325350-138217237,chr4,55325350,138217237,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,23/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],82891887
16,chr4:139543001-173726666,chr4,139543001,173726666,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],34183665
17,chr5:1046511-48272853,chr5,1046511,48272853,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,23/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],47226342
18,chr5:72845695-181538259,chr5,72845695,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,20,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],108692564
19,chr6:62286369-107187782,chr6,62286369,107187782,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],44901413
20,chr6:109047001-170805979,chr6,109047001,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],61758978
21,chr7:4732703-69687051,chr7,4732703,69687051,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],64954348
22,chr7:87036137-125510153,chr7,87036137,125510153,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],38474016
23,chr7:131623470-148379000,chr7,131623470,148379000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],16755530
24,chr8:27173130-64336232,chr8,27173130,64336232,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],37163102
25,chr8:95216972-115203000,chr8,95216972,115203000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",19986028
26,chr9:1-31887761,chr9,1,31887761,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,6,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],31887760
27,chr9:73167419-99775001,chr9,73167419,99775001,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],26607582
