,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-25443170,chr1,1,25443170,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,4.84369068,1.10442261,0.0,,False,True,False,0.8143238778157166,0.18567612218428342,0.0,,0.8143238778157166,1.0,1.0,,3,1,"[0.8143238778157166, 1.0, 1.0]",25443169
1,chr1:51004001-116559000,chr1,51004001,116559000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],65554999
2,chr2:1-68095412,chr2,1,68095412,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,4.0,0.0,0.0,,False,True,False,1.0,0.0,0.0,,1.0,1.0,1.0,,2,2,"[1.0, 1.0, 1.0]",68095411
3,chr2:68642001-242193529,chr2,68642001,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,14.5,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",173551528
4,chr3:67829214-99488000,chr3,67829214,99488000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,5.375,0.25,0.125,,True,True,False,0.9347826086956522,0.043478260869565216,0.021739130434782608,,0.9347826086956522,0.9782608695652174,1.0,,2,2,"[0.9347826086956522, 0.9782608695652174, 1.0]",31658786
5,chr3:119664851-136171654,chr3,119664851,136171654,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.1_solutions_downsized.sobj,2.4996163,0.0,0.0,0.0,False,True,False,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,2,"[1.0, 1.0, 1.0, 1.0]",16506803
6,chr4:483385-26348907,chr4,483385,26348907,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,2,,,False,True,False,0.5,0.5,,,0.5,1.0,,,2,0,"[0.5, 1.0]",25865522
7,chr4:142256001-190214555,chr4,142256001,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,5,1,,,False,True,False,0.8333333333333334,0.16666666666666666,,,0.8333333333333334,1.0,,,2,0,"[0.8333333333333334, 1.0]",47958554
8,chr5:52656001-181538259,chr5,52656001,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,10,3/2,,,False,True,False,0.8695652173913043,0.13043478260869565,,,0.8695652173913043,1.0,,,2,0,"[0.8695652173913043, 1.0]",128882258
9,chr6:59191911-136428000,chr6,59191911,136428000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,5.0,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",77236089
10,chr7:1-51531000,chr7,1,51531000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,6.375,0.25,0.125,,True,True,False,0.9444444444444444,0.037037037037037035,0.018518518518518517,,0.9444444444444444,0.9814814814814814,0.9999999999999999,,2,2,"[0.9444444444444444, 0.9814814814814814, 0.9999999999999999]",51530999
11,chr7:55749001-70901912,chr7,55749001,70901912,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,6.0,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",15152911
