,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,t6,t7,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t6_norm,t7_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,t6_norm_cumsum,t7_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:171296206-203415000,chr1,171296206,203415000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,0.0,1.9999879,0.0,,,,,False,True,False,0.0,1.0,0.0,,,,,0.0,1.0,1.0,,,,,3,1,"[0.0, 1.0, 1.0]",32118794
1,chr2:35365001-101781399,chr2,35365001,101781399,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,2,,,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,,,0.3333333333333333,1.0,,,,,,2,1,"[0.3333333333333333, 1.0]",66416398
2,chr2:121073127-170529375,chr2,121073127,170529375,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,5/2,,,,,,False,True,False,0.4444444444444444,0.5555555555555556,,,,,,0.4444444444444444,1.0,,,,,,2,0,"[0.4444444444444444, 1.0]",49456248
3,chr2:171736001-209352277,chr2,171736001,209352277,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.875,0.25,0.125,,,,,True,True,False,0.8846153846153846,0.07692307692307693,0.038461538461538464,,,,,0.8846153846153846,0.9615384615384615,0.9999999999999999,,,,,2,2,"[0.8846153846153846, 0.9615384615384615, 0.9999999999999999]",37616276
4,chr2:209381879-242193529,chr2,209381879,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4.0,0.0,,,,,,False,True,False,1.0,0.0,,,,,,1.0,1.0,,,,,,2,1,"[1.0, 1.0]",32811650
5,chr3:47401001-120118663,chr3,47401001,120118663,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,7,17/2,,,,,,False,True,False,0.45161290322580644,0.5483870967741935,,,,,,0.45161290322580644,1.0,,,,,,2,0,"[0.45161290322580644, 1.0]",72717662
6,chr3:134271875-140971317,chr3,134271875,140971317,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_2.1_solutions_downsized.sobj,0.71637711,0.41735397,0.29444304,0.22748739000000007,0.0,0.0,0.0,False,True,False,0.43268331459852566,0.25207686926296907,0.17784011902287925,0.13739969711562605,0.0,0.0,0.0,0.43268331459852566,0.6847601838614947,0.862600302884374,1.0,1.0,1.0,1.0,6,2,"[0.43268331459852566, 0.6847601838614947, 0.862600302884374, 1.0, 1.0, 1.0, 1.0]",6699442
7,chr4:57423019-152914376,chr4,57423019,152914376,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13,,,,,,,False,True,False,1.0,,,,,,,1.0,,,,,,,1,1,[1.0],95491357
8,chr4:154964740-190214555,chr4,154964740,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,,,,False,True,False,1.0,,,,,,,1.0,,,,,,,1,0,[1.0],35249815
9,chr5:1-16870469,chr5,1,16870469,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_2.8_solutions_downsized.sobj,1.38441393,0.0,0.4150077,0.1138894,0.0,0.0,,False,True,False,0.7235697219599472,0.0,0.21690550751698745,0.05952477052306546,0.0,0.0,,0.7235697219599472,0.7235697219599472,0.9404752294769346,1.0,1.0,1.0,,5,2,"[0.7235697219599472, 0.7235697219599472, 0.9404752294769346, 1.0, 1.0, 1.0]",16870468
10,chr5:61669924-115439000,chr5,61669924,115439000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,2,,,,,,False,True,False,0.5,0.5,,,,,,0.5,1.0,,,,,,2,0,"[0.5, 1.0]",53769076
