,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:16506001-56114000,chr1,16506001,56114000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,17/2,,,,False,True,False,0.19047619047619047,0.8095238095238095,,,,0.19047619047619047,1.0,,,,2,0,"[0.19047619047619047, 1.0]",39607999
1,chr1:77690748-105144000,chr1,77690748,105144000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,7/2,,,,False,True,False,0.36363636363636365,0.6363636363636364,,,,0.36363636363636365,1.0,,,,2,0,"[0.36363636363636365, 1.0]",27453252
2,chr1:105144001-123605522,chr1,105144001,123605522,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",18461521
3,chr1:222123001-246772287,chr1,222123001,246772287,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,0.81401911,4.12440997,0.0,,,False,True,False,0.1648336134453509,0.835166386554649,0.0,,,0.1648336134453509,1.0,1.0,,,3,1,"[0.1648336134453509, 1.0, 1.0]",24649286
4,chr2:3945815-28116399,chr2,3945815,28116399,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],24170584
5,chr2:48623001-55433592,chr2,48623001,55433592,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,0,0,5/3,,,False,True,False,0.0,0.0,1.0,,,0.0,0.0,1.0,,,3,0,"[0.0, 0.0, 1.0]",6810591
6,chr2:182773487-189196118,chr2,182773487,189196118,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3.0,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",6422631
7,chr2:191388720-199804812,chr2,191388720,199804812,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,2,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",8416092
8,chr2:207445713-216895022,chr2,207445713,216895022,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,2,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,1,"[0.3333333333333333, 1.0]",9449309
9,chr2:219030918-231662364,chr2,219030918,231662364,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,1,1,1/4,,,False,True,False,0.4444444444444444,0.4444444444444444,0.1111111111111111,,,0.4444444444444444,0.8888888888888888,1.0,,,3,1,"[0.4444444444444444, 0.8888888888888888, 1.0]",12631446
10,chr2:233367128-241409040,chr2,233367128,241409040,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],8041912
11,chr3:8102671-47726976,chr3,8102671,47726976,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,3,0,13/3,,,False,True,False,0.4090909090909091,0.0,0.5909090909090909,,,0.4090909090909091,0.4090909090909091,1.0,,,3,0,"[0.4090909090909091, 0.4090909090909091, 1.0]",39624305
12,chr3:55160012-85710707,chr3,55160012,85710707,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],30550695
