,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,t6,t7,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t6_norm,t7_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,t6_norm_cumsum,t7_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:12528062-27463311,chr1,12528062,27463311,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,,,,False,True,False,1.0,,,,,,,1.0,,,,,,,1,1,[1.0],14935249
1,chr1:107971729-118749685,chr1,107971729,118749685,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,,,,False,True,False,1.0,,,,,,,1.0,,,,,,,1,1,[1.0],10777956
2,chr1:157791843-199457582,chr1,157791843,199457582,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,3,,,,,,False,True,False,0.4,0.6,,,,,,0.4,1.0,,,,,,2,1,"[0.4, 1.0]",41665739
3,chr1:223655762-228711047,chr1,223655762,228711047,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1,1,2/3,,,,,False,True,False,0.375,0.375,0.25,,,,,0.375,0.75,1.0,,,,,3,0,"[0.375, 0.75, 1.0]",5055285
4,chr1:230841498-240246464,chr1,230841498,240246464,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_0.10_solutions_downsized.sobj,,,,,,,,,False,False,,,,,,,,,,,,,,,7,0,[],9404966
5,chr1:230841498-240246464,chr1,230841498,240246464,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_0.11_solutions_downsized.sobj,,,,,,,,,False,False,,,,,,,,,,,,,,,7,0,[],9404966
6,chr1:230841498-240246464,chr1,230841498,240246464,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_0.12_solutions_downsized.sobj,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",9404966
7,chr1:230841498-240246464,chr1,230841498,240246464,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_0.13_solutions_downsized.sobj,,,,,,,,,False,False,,,,,,,,,,,,,,,7,0,[],9404966
8,chr1:230841498-240246464,chr1,230841498,240246464,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_0.14_solutions_downsized.sobj,,,,,,,,,False,False,,,,,,,,,,,,,,,7,0,[],9404966
9,chr1:230841498-240246464,chr1,230841498,240246464,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//7_0.15_solutions_downsized.sobj,,,,,,,,,False,False,,,,,,,,,,,,,,,7,0,[],9404966
