chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	1	2825000	3.221	870	0.6114	0.665	TELOMERE	NONE	BAF_WEIGHTED	825	0.5786	1	1	1	2
chr1	2825001	3437000	3.8658	285	0.6053	0.6481	NONE	NONE	BAF_WEIGHTED	404	0.5688	2825001	2825001	1	3
chr1	3437001	3922000	3.1267	366	0.6	0.6503	NONE	NONE	BAF_WEIGHTED	275	0.5674	3437001	3437001	1	2
chr1	3922001	5871000	3.9114	1586	0.6074	0.6505	NONE	NONE	BAF_WEIGHTED	1847	0.4758	3922001	3922001	1	3
chr1	5871001	7951000	3.1448	471	0.6119	0.6656	NONE	NONE	BAF_WEIGHTED	1847	0.4961	5871001	5871001	1	2
chr1	7951001	8659741	2.6244	331	0.6061	0.6696	NONE	INV	BAF_WEIGHTED	664	0.4464	7951001	7951001	1	2
chr1	8659742	8747623	2.1148	42	0.6099	0.6916	INV	INV	BAF_WEIGHTED	86	0.4064	8659742	8659742	1	1
chr1	8747624	10456219	1.8428	963	0.5833	0.6544	INV	DEL	BAF_WEIGHTED	1611	0.4796	8747624	8747624	1	1
chr1	10456220	10456258	0.9882	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	10456220	10456220	0	1
chr1	10456259	12205000	2.0626	929	0.5725	0.5279	DEL	NONE	BAF_WEIGHTED	1596	0.5066	10456259	10456259	1	1
chr1	12205001	15976629	1.0103	1917	0.7015	0.9869	NONE	BND	BAF_WEIGHTED	3037	0.4599	12205001	12205001	0	1
chr1	15976630	15990086	2.2761	10	0.7427	0.9102	BND	BND	BAF_WEIGHTED	13	0.4467	15976630	15976630	0	2
chr1	15990087	16944000	2.8933	383	0.8333	1.0143	BND	NONE	BAF_WEIGHTED	421	0.5052	15990087	15990087	0	3
chr1	16944001	17746000	1.9695	552	0.7835	1.0097	NONE	NONE	BAF_WEIGHTED	753	0.5127	16506001	16944001	0	2
