chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	1	2599000	2.2549	775	0.5556	0.5565	TELOMERE	NONE	BAF_WEIGHTED	786	0.5831	1	1	1	1
chr1	2599001	5921000	1.7511	3009	0.555	0.5527	NONE	NONE	BAF_WEIGHTED	2636	0.5021	2599001	2599001	1	1
chr1	5921001	9661838	2.1652	2599	0.5531	0.5505	NONE	DEL	BAF_WEIGHTED	3398	0.4838	5921001	5921001	1	1
chr1	9661839	9661891	1.5756	0	0	0.6177	DEL	DEL	STRUCTURAL_VARIANT	0	0	9661839	9661839	1	1
chr1	9661892	10024178	2.2499	28	0.5725	0.6087	DEL	DEL	BAF_WEIGHTED	338	0.4879	9661892	9661892	1	1
chr1	10024179	10024214	1.1003	0	0	0.9044	DEL	DEL	STRUCTURAL_VARIANT	0	0	10024179	10024179	0	1
chr1	10024215	13315000	2.1826	820	0.5587	0.5441	DEL	NONE	BAF_WEIGHTED	2594	0.4838	10024215	10024215	1	1
chr1	13315001	13611135	1.7407	271	0.5692	0.6139	NONE	DEL	BAF_WEIGHTED	205	0.474	13234001	13396001	1	1
chr1	13611136	13611528	0.7716	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	13611136	13611136	0	1
chr1	13611529	14958430	1.9007	810	0.5575	0.5539	DEL	DEL	BAF_WEIGHTED	1300	0.4441	13611529	13611529	1	1
chr1	14958431	14958635	1.1026	0	0	0.9081	DEL	DEL	STRUCTURAL_VARIANT	0	0	14958431	14958431	0	1
chr1	14958636	17744000	2.214	1730	0.5514	0.5477	DEL	NONE	BAF_WEIGHTED	2172	0.4987	14958636	14958636	1	1
chr1	17744001	18850986	1.8477	852	0.5535	0.5368	NONE	DUP	BAF_WEIGHTED	1087	0.4919	17744001	17744001	1	1
chr1	18850987	18869787	2.9965	20	0.6614	0.7221	DUP	DUP	BAF_WEIGHTED	18	0.5201	18850987	18850987	1	2
chr1	18869788	21667230	2.1314	1710	0.5523	0.5371	DUP	DUP	BAF_WEIGHTED	2590	0.4716	18869788	18869788	1	1
chr1	21667231	21698821	3.0874	18	0.5838	0.6143	DUP	DUP	BAF_WEIGHTED	28	0.4532	21667231	21667231	1	2
chr1	21698822	23148950	2.1009	696	0.5532	0.524	DUP	DUP	BAF_WEIGHTED	1326	0.4876	21698822	21698822	1	1
chr1	23148951	23165685	3.12	4	0.5813	0.6105	DUP	DEL	BAF_WEIGHTED	16	0.4157	23148951	23148951	1	2
chr1	23165686	23165700	2.8079	0	0	0.63	DEL	DEL	STRUCTURAL_VARIANT	0	0	23165686	23165686	1	2
chr1	23165701	23166099	3.1222	0	0	0.6672	DEL	DEL	STRUCTURAL_VARIANT	0	0	23165701	23165701	1	2
chr1	23166100	23167505	2.4381	0	0	0.5738	DEL	DEL	STRUCTURAL_VARIANT	0	0	23166100	23166100	1	1
chr1	23167506	23320520	3.1767	96	0.6277	0.6729	DEL	DUP	BAF_WEIGHTED	147	0.4451	23167506	23167506	1	2
chr1	23320521	29299000	2.182	2018	0.5532	0.5417	DUP	NONE	BAF_WEIGHTED	5500	0.4732	23320521	23320521	1	1
chr1	29299001	30655000	1.7544	948	0.5556	0.57	NONE	NONE	BAF_WEIGHTED	1270	0.4793	29299001	29299001	1	1
chr1	30655001	33056355	2.2088	862	0.5509	0.5473	NONE	DEL	BAF_WEIGHTED	2271	0.4753	30655001	30655001	1	1
chr1	33056356	33057895	1.4849	0	0	0.6735	DEL	DEL	STRUCTURAL_VARIANT	0	0	33056356	33056356	0	1
chr1	33057896	33846030	2.0951	214	0.5598	0.5318	DEL	DUP	BAF_WEIGHTED	739	0.4588	33057896	33057896	1	1
chr1	33846031	33851879	2.5401	1	0.6604	0.7314	DUP	DUP	BAF_WEIGHTED	4	0.443	33846031	33846031	1	2
chr1	33851880	38994717	1.9867	2170	0.5547	0.5448	DUP	DUP	BAF_WEIGHTED	4896	0.4573	33851880	33851880	1	1
chr1	38994718	39147299	3.3797	117	0.6164	0.6551	DUP	DUP	BAF_WEIGHTED	148	0.4564	38994718	38994718	1	2
chr1	39147300	40654751	2.1954	798	0.5556	0.5445	DUP	DEL	BAF_WEIGHTED	1381	0.4405	39147300	39147300	1	1
chr1	40654752	40654953	1.4249	0	0	0.7018	DEL	DEL	STRUCTURAL_VARIANT	0	0	40654752	40654752	0	1
chr1	40654954	41991500	2.2372	425	0.5536	0.553	DEL	NONE	BAF_WEIGHTED	1262	0.4678	40654954	40654954	1	1
