chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	1	6618527	0.9339	4460	0.6521	0.9831	TELOMERE	INV	BAF_WEIGHTED	3939	0.524	1	1	0	1
chr1	6618528	6618577	1.54	0	0	0.9925	INV	INV	STRUCTURAL_VARIANT	0	0	6618528	6618528	0	2
chr1	6618578	6618630	0.4558	0	0	1	INV	INV	STRUCTURAL_VARIANT	0	0	6618578	6618578	0	0
chr1	6618631	6620559	-0.1379	0	0	1	INV	INV	BAF_WEIGHTED	1	0.499	6618631	6618631	0	0
chr1	6620560	26870692	1.0147	12747	0.6546	0.9887	INV	DEL	BAF_WEIGHTED	17912	0.478	6620560	6620560	0	1
chr1	26870693	26873155	0.4141	1	0.5	0.5679	DEL	DEL	BAF_WEIGHTED	2	0.4965	26870693	26870693	0	0
chr1	26873156	34992138	0.989	4132	0.6508	0.9723	DEL	INV	BAF_WEIGHTED	7653	0.469	26873156	26873156	0	1
chr1	34992139	34992539	3.7066	0	0	0.7406	INV	INV	STRUCTURAL_VARIANT	0	0	34992139	34992139	1	3
chr1	34992540	34992623	4.7943	0	0	0.7994	INV	BND	STRUCTURAL_VARIANT	0	0	34992540	34992540	1	4
chr1	34992624	35162000	2.7382	3	0.5849	0.6521	BND	NONE	BAF_WEIGHTED	149	0.4165	34992624	34992624	1	2
chr1	35162001	35280150	3.8178	0	0	0.7575	NONE	BND	BAF_WEIGHTED	115	0.4238	35162001	35162001	1	3
chr1	35280151	35345851	3.046	0	0	0.6961	BND	DUP	BAF_WEIGHTED	64	0.3979	35280151	35280151	1	2
chr1	35345852	35346662	3.8852	0	0	0.7617	DUP	MULTIPLE	STRUCTURAL_VARIANT	0	0	35345852	35345852	1	3
chr1	35346663	35347019	4.0802	0	0	0.7731	MULTIPLE	MULTIPLE	STRUCTURAL_VARIANT	0	0	35346663	35346663	1	3
chr1	35347020	35526887	4.2253	3	0.6857	0.7809	MULTIPLE	BND	BAF_WEIGHTED	174	0.4019	35347020	35347020	1	3
chr1	35526888	35529670	3.2182	0	0	0.7902	BND	BND	BAF_WEIGHTED	2	0.3565	35526888	35526888	1	3
chr1	35529671	35531631	4.0598	0	0	0.8337	BND	BND	BAF_WEIGHTED	1	0.42	35529671	35529671	1	3
chr1	35531632	35779754	3.0207	3	0.661	0.7765	BND	INV	BAF_WEIGHTED	238	0.4537	35531632	35531632	1	2
chr1	35779755	36101883	1.9593	7	0.6364	0.7872	INV	INV	BAF_WEIGHTED	312	0.4226	35779755	35779755	0	2
chr1	36101884	36102066	4.2157	0	0	0.9011	INV	DEL	STRUCTURAL_VARIANT	0	0	36101884	36101884	0	4
chr1	36102067	36102073	2.1066	0	0	0.8021	DEL	INV	STRUCTURAL_VARIANT	0	0	36102067	36102067	0	2
chr1	36102074	36157875	4.363	3	0.7215	0.8315	INV	BND	BAF_WEIGHTED	48	0.5338	36102074	36102074	1	4
chr1	36157876	36288801	5.0998	13	0.7232	0.8192	BND	DUP	BAF_WEIGHTED	123	0.4673	36157876	36157876	1	4
chr1	36288802	37091879	7.2037	585	0.7714	0.853	DUP	INV	BAF_WEIGHTED	769	0.4922	36288802	36288802	1	6
chr1	37091880	37166418	8.0934	19	0.7845	0.8607	INV	INV	BAF_WEIGHTED	74	0.4711	37091880	37091880	1	7
chr1	37166419	37307205	6.8426	141	0.7879	0.8791	INV	INV	BAF_WEIGHTED	131	0.4502	37166419	37166419	1	6
chr1	37307206	39642287	6.0487	990	0.745	0.8327	INV	INV	BAF_WEIGHTED	2203	0.4577	37307206	37307206	1	5
chr1	39642288	39642322	8.0491	0	0	0.8743	INV	DEL	STRUCTURAL_VARIANT	0	0	39642288	39642288	1	7
chr1	39642323	39648788	3.9419	3	0.6501	0.7365	DEL	INV	BAF_WEIGHTED	5	0.5284	39642323	39642323	1	3
chr1	39648789	39857782	2.1259	195	0.5455	0.5296	INV	DEL	BAF_WEIGHTED	173	0.4661	39648789	39648789	1	1
chr1	39857783	39857853	1.1665	0	0	0.8572	DEL	DEL	STRUCTURAL_VARIANT	0	0	39857783	39857783	0	1
chr1	39857854	40517535	2.082	188	0.5513	0.5232	DEL	BND	BAF_WEIGHTED	617	0.4343	39857854	39857854	1	1
chr1	40517536	42065713	3.409	1114	0.6118	0.6838	BND	DUP	BAF_WEIGHTED	1456	0.4635	40517536	40517536	1	2
chr1	42065714	42190946	5.2006	142	0.7081	0.7948	DUP	INV	BAF_WEIGHTED	118	0.428	42065714	42065714	1	4
chr1	42190947	43064133	4.0294	556	0.6608	0.7473	INV	DEL	BAF_WEIGHTED	828	0.4288	42190947	42190947	1	3
chr1	43064134	43064986	2.9727	0	0	0.6575	DEL	DEL	STRUCTURAL_VARIANT	0	0	43064134	43064134	1	2
chr1	43064987	43378846	3.981	101	0.6442	0.7225	DEL	DEL	BAF_WEIGHTED	285	0.462	43064987	43064987	1	3
chr1	43378847	43384697	2.2441	1	0.5227	0.5544	DEL	INV	BAF_WEIGHTED	5	0.4526	43378847	43378847	1	1
chr1	43384698	43385053	4.6895	0	0	0.7868	INV	DEL	STRUCTURAL_VARIANT	0	0	43384698	43384698	1	4
chr1	43385054	43391339	2.278	3	0.5085	0.561	DEL	INV	BAF_WEIGHTED	5	0.482	43385054	43385054	1	1
chr1	43391340	43391490	4.8687	0	0	0.8	INV	INV	STRUCTURAL_VARIANT	0	0	43391340	43391340	1	4
chr1	43391491	49512070	2.0679	3018	0.554	0.5291	INV	SGL	BAF_WEIGHTED	5549	0.4443	43391491	43391491	1	1
chr1	49512071	49552971	1.7624	9	0.5814	0.6799	SGL	BND	BAF_WEIGHTED	36	0.3702	49512071	49512071	1	1
chr1	49552972	50442213	0.9033	421	0.6472	0.9596	BND	BND	BAF_WEIGHTED	814	0.3947	49552972	49552972	0	1
chr1	50442214	58523959	2.091	3528	0.5542	0.5266	BND	INV	BAF_WEIGHTED	7690	0.4263	50442214	50442214	1	1
chr1	58523960	58523995	1.1116	0	0	0.9906	INV	INV	STRUCTURAL_VARIANT	0	0	58523960	58523960	0	1
chr1	58523996	58524644	2.0735	0	0	0.5311	INV	DUP	STRUCTURAL_VARIANT	0	0	58523996	58523996	1	1
chr1	58524645	58727448	1.2343	339	0.6538	0.9238	DUP	DEL	BAF_WEIGHTED	191	0.4042	58524645	58524645	0	1
chr1	58727449	58745577	3.1476	17	0.5893	0.6508	DEL	DEL	BAF_WEIGHTED	16	0.4007	58727449	58727449	1	2
chr1	58745578	58748153	1.5948	3	0.6111	0.762	DEL	DEL	BAF_WEIGHTED	2	0.4325	58745578	58745578	0	1
chr1	58748154	59088660	3.5883	242	0.5972	0.6559	DEL	INV	BAF_WEIGHTED	325	0.4323	58748154	58748154	1	2
chr1	59088661	59851972	1.2105	362	0.6552	0.933	INV	DUP	BAF_WEIGHTED	702	0.4006	59088661	59088661	0	1
chr1	59851973	59856600	4.4318	0	0	0.7452	DUP	DEL	BAF_WEIGHTED	4	0.325	59851973	59851973	1	3
chr1	59856601	60322707	1.1072	212	0.6588	0.9709	DEL	DEL	BAF_WEIGHTED	444	0.3802	59856601	59856601	0	1
chr1	60322708	61386742	5.3603	414	0.7132	0.8009	DEL	BND	BAF_WEIGHTED	1004	0.3916	60322708	60322708	1	4
chr1	61386743	61386894	6.7623	0	0	0.8422	BND	BND	STRUCTURAL_VARIANT	0	0	61386743	61386743	1	6
chr1	61386895	61460992	5.8048	58	0.7231	0.8064	BND	INV	BAF_WEIGHTED	73	0.4004	61386895	61386895	1	5
chr1	61460993	61497284	5.274	2	0.7496	0.8521	INV	BND	BAF_WEIGHTED	34	0.4282	61460993	61460993	1	4
chr1	61497285	61770333	6.1277	69	0.7433	0.8292	BND	SGL	BAF_WEIGHTED	255	0.4112	61497285	61497285	1	5
chr1	61770334	61964476	4.0029	47	0.6809	0.778	SGL	DUP	BAF_WEIGHTED	186	0.3918	61770334	61770334	1	3
chr1	61964477	62564405	1.9827	245	0.5526	0.5034	DUP	INV	BAF_WEIGHTED	583	0.4225	61964477	61964477	1	1
chr1	62564406	63488803	1.0926	194	0.6545	0.9601	INV	INV	BAF_WEIGHTED	875	0.3904	62564406	62564406	0	1
