chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	1	15974156	1.0636	8745	0.6595	0.9815	TELOMERE	DEL	BAF_WEIGHTED	12216	0.4906	1	1	0	1
chr1	15974157	15974208	0.1863	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	15974157	15974157	0	0
chr1	15974209	18249442	1.0735	1133	0.6598	0.9827	DEL	DEL	BAF_WEIGHTED	1685	0.5037	15974209	15974209	0	1
chr1	18249443	18251471	-0.1156	0	0	1	DEL	DEL	BAF_WEIGHTED	1	0.479	18249443	18249443	0	0
chr1	18251472	21356361	1.0578	1680	0.6667	1.0081	DEL	BND	BAF_WEIGHTED	2972	0.4728	18251472	18251472	0	1
chr1	21356362	26141584	2.9352	2566	0.5857	0.649	BND	BND	BAF_WEIGHTED	4289	0.4791	21356362	21356362	1	2
chr1	26141585	27341944	2.0436	274	0.552	0.5112	BND	DEL	BAF_WEIGHTED	1113	0.4862	26141585	26141585	1	1
chr1	27341945	27342004	1.5252	0	0	0.6524	DEL	DEL	STRUCTURAL_VARIANT	0	0	27341945	27341945	1	1
chr1	27342005	28844611	2.0728	475	0.556	0.52	DEL	BND	BAF_WEIGHTED	1405	0.467	27342005	27342005	1	1
chr1	28844612	28844657	0.6751	0	0	1	BND	BND	STRUCTURAL_VARIANT	0	0	28844612	28844612	0	1
chr1	28844658	28886674	3.101	14	0.6044	0.6773	BND	DEL	BAF_WEIGHTED	39	0.5014	28844658	28844658	1	2
chr1	28886675	28899927	2.095	0	0	0.5114	DEL	DEL	BAF_WEIGHTED	11	0.5326	28886675	28886675	1	1
chr1	28899928	41527209	3.0588	5154	0.5968	0.6654	DEL	DUP	BAF_WEIGHTED	11913	0.4617	28899928	28899928	1	2
chr1	41527210	41527300	4.6207	0	0	0.7785	DUP	DUP	STRUCTURAL_VARIANT	0	0	41527210	41527210	1	4
chr1	41527301	43388361	3.0924	945	0.5952	0.6619	DUP	DEL	BAF_WEIGHTED	1753	0.4436	41527301	41527301	1	2
chr1	43388362	43388393	2.2949	0	0	0.5476	DEL	DEL	STRUCTURAL_VARIANT	0	0	43388362	43388362	1	1
chr1	43388394	47050612	3.0876	1675	0.5962	0.6637	DEL	DEL	BAF_WEIGHTED	3337	0.4557	43388394	43388394	1	2
chr1	47050613	47051067	2.0451	0	0	0.5077	DEL	DEL	STRUCTURAL_VARIANT	0	0	47050613	47050613	1	1
chr1	47051068	51619490	2.9517	1618	0.5969	0.6677	DEL	BND	BAF_WEIGHTED	4182	0.413	47051068	47051068	1	2
chr1	51619491	52662125	2.0153	202	0.5582	0.5048	BND	DEL	BAF_WEIGHTED	1005	0.4152	51619491	51619491	1	1
chr1	52662126	52662222	0.8906	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	52662126	52662126	0	1
chr1	52662223	53889959	2.0412	609	0.5556	0.5101	DEL	DEL	BAF_WEIGHTED	1154	0.4647	52662223	52662223	1	1
chr1	53889960	53890205	1.0906	0	0	0.9733	DEL	DEL	STRUCTURAL_VARIANT	0	0	53889960	53889960	0	1
chr1	53890206	55728547	2.0614	1036	0.5556	0.5149	DEL	DEL	BAF_WEIGHTED	1732	0.4565	53890206	53890206	1	1
chr1	55728548	55838787	1.0161	16	0.6462	0.9578	DEL	DEL	BAF_WEIGHTED	102	0.3984	55728548	55728548	0	1
chr1	55838788	65704231	1.9825	5309	0.5545	0.5044	DEL	DEL	BAF_WEIGHTED	9386	0.4027	55838788	55838788	1	1
chr1	65704232	65705631	0.8029	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	65704232	65704232	0	1
chr1	65705632	66220110	1.9709	191	0.5625	0.5074	DEL	DEL	BAF_WEIGHTED	470	0.3679	65705632	65705632	1	1
chr1	66220111	66243418	0.9304	4	0.594	1	DEL	DEL	BAF_WEIGHTED	22	0.3839	66220111	66220111	0	1
chr1	66243419	67003225	1.9845	352	0.5556	0.5039	DEL	DEL	BAF_WEIGHTED	723	0.3785	66243419	66243419	1	1
chr1	67003226	67038235	0.9245	12	0.6296	1	DEL	DEL	BAF_WEIGHTED	34	0.3685	67003226	67003226	0	1
chr1	67038236	69222227	1.959	1077	0.5532	0.5105	DEL	DEL	BAF_WEIGHTED	2057	0.3945	67038236	67038236	1	1
chr1	69222228	69222268	1.251	0	0	0.7994	DEL	DEL	STRUCTURAL_VARIANT	0	0	69222228	69222228	0	1
chr1	69222269	91787943	1.9653	10243	0.5543	0.5089	DEL	SGL	BAF_WEIGHTED	20834	0.3726	69222269	69222269	1	1
chr1	91787944	94100340	2.007	843	0.5556	0.5017	SGL	DEL	BAF_WEIGHTED	2162	0.4045	91787944	91787944	1	1
chr1	94100341	94100376	1.1262	0	0	0.8941	DEL	DEL	STRUCTURAL_VARIANT	0	0	94100341	94100341	0	1
