chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minor_cn	major_cn
chr1	1	12532348	1.0805	7028	0.8861	0.9828	TELOMERE	DEL	BAF_WEIGHTED	9307	0.4963	1	1	0	1
chr1	12532349	12534649	0.1375	1	0.6	1	DEL	DEL	BAF_WEIGHTED	1	0.363	12532349	12532349	0	0
chr1	12534650	21275000	1.1577	5306	0.8842	0.9777	DEL	NONE	BAF_WEIGHTED	7327	0.476	12534650	12534650	0	1
chr1	21275001	21348000	1.6658	15	0.9091	0.9698	NONE	NONE	BAF_WEIGHTED	67	0.525	21275001	21275001	0	2
chr1	21348001	28518339	1.2322	3216	0.8812	0.9589	NONE	DEL	BAF_WEIGHTED	6494	0.4774	21348001	21348001	0	1
chr1	28518340	28518372	0.4664	0	0	1	DEL	DEL	STRUCTURAL_VARIANT	0	0	28518340	28518340	0	0
chr1	28518373	34434739	1.1591	2660	0.8821	0.9754	DEL	BND	BAF_WEIGHTED	5582	0.4696	28518373	28518373	0	1
chr1	34434740	34736000	1.7612	236	0.5714	0.5678	BND	NONE	BAF_WEIGHTED	288	0.4401	34434740	34434740	1	1
chr1	34736001	35260500	2.1315	157	0.561	0.5308	NONE	NONE	BAF_WEIGHTED	483	0.4453	34736001	34736001	1	1
chr1	35260501	35577500	2.6159	3	0.5366	0.5715	NONE	NONE	BAF_WEIGHTED	308	0.4123	35260001	35261001	1	1
chr1	35577501	36144000	2.2272	7	0.5758	0.5842	NONE	NONE	BAF_WEIGHTED	550	0.4401	35577001	35578001	1	1
chr1	36144001	36495000	2.6933	165	0.561	0.5715	NONE	NONE	BAF_WEIGHTED	328	0.4886	36144001	36144001	1	2
chr1	36495001	37453000	1.8575	633	0.5625	0.5384	NONE	NONE	BAF_WEIGHTED	920	0.4819	36495001	36495001	1	1
chr1	37453001	37514500	3.0073	34	0.5591	0.5715	NONE	NONE	BAF_WEIGHTED	59	0.4766	37453001	37453001	1	2
chr1	37514501	38060000	2.1733	316	0.5556	0.5399	NONE	NONE	BAF_WEIGHTED	504	0.4777	37514001	37515001	1	1
chr1	38060001	38604810	1.79	151	0.5556	0.5587	NONE	INV	BAF_WEIGHTED	532	0.4536	38060001	38060001	1	1
chr1	38604811	38605293	3.6698	0	0	0.7275	INV	INV	STRUCTURAL_VARIANT	0	0	38604811	38604811	1	3
chr1	38605294	38827000	1.7589	84	0.5667	0.5685	INV	NONE	BAF_WEIGHTED	205	0.4521	38605294	38605294	1	1
chr1	38827001	39086000	2.2428	147	0.5556	0.5541	NONE	NONE	BAF_WEIGHTED	249	0.4483	38827001	38827001	1	1
chr1	39086001	39280000	3.0443	35	0.5641	0.5715	NONE	NONE	BAF_WEIGHTED	187	0.4319	39086001	39086001	1	2
chr1	39280001	40847000	2.3435	853	0.5572	0.5556	NONE	NONE	BAF_WEIGHTED	1441	0.4473	39280001	39280001	1	1
chr1	40847001	40952000	2.9932	86	0.5477	0.5715	NONE	NONE	BAF_WEIGHTED	101	0.4717	40847001	40847001	1	2
chr1	40952001	41850000	2.478	667	0.5588	0.5715	NONE	NONE	BAF_WEIGHTED	844	0.4707	40952001	40952001	1	1
chr1	41850001	41930000	3.0405	26	0.5281	0.5715	NONE	NONE	BAF_WEIGHTED	78	0.4415	41850001	41850001	1	2
chr1	41930001	42164000	2.2075	0	0	0.5902	NONE	NONE	BAF_WEIGHTED	213	0.4164	41930001	41930001	1	1
chr1	42164001	42346000	2.714	14	0.5734	0.5801	NONE	NONE	BAF_WEIGHTED	169	0.395	42164001	42164001	1	2
chr1	42346001	42922000	2.1793	481	0.5667	0.5411	NONE	NONE	BAF_WEIGHTED	545	0.4243	42346001	42346001	1	1
chr1	42922001	42968000	3.1293	6	0.5729	0.5787	NONE	NONE	BAF_WEIGHTED	44	0.5205	42922001	42922001	1	2
chr1	42968001	47508430	2.3755	1774	0.5603	0.5706	NONE	DEL	BAF_WEIGHTED	4078	0.4563	42968001	42968001	1	1
chr1	47508431	47508464	1.654	0	0	0.6167	DEL	DEL	STRUCTURAL_VARIANT	0	0	47508431	47508431	1	1
chr1	47508465	48629204	2.1125	645	0.5625	0.5252	DEL	DEL	BAF_WEIGHTED	1032	0.4431	47508465	47508465	1	1
chr1	48629205	48629379	1.3435	0	0	0.7466	DEL	DEL	STRUCTURAL_VARIANT	0	0	48629205	48629205	0	1
chr1	48629380	48825000	2.1854	63	0.5588	0.5424	DEL	NONE	BAF_WEIGHTED	193	0.4391	48629380	48629380	1	1
chr1	48825001	49765000	1.7433	3	0.6087	0.6241	NONE	NONE	BAF_WEIGHTED	862	0.3798	48825001	48825001	1	1
chr1	49765001	56839000	2.2427	3369	0.5594	0.549	NONE	NONE	BAF_WEIGHTED	6707	0.428	49765001	49765001	1	1
chr1	56839001	58279000	1.6598	905	0.5673	0.5724	NONE	NONE	BAF_WEIGHTED	1385	0.4086	56839001	56839001	1	1
chr1	58279001	61043500	2.2932	1339	0.5599	0.5529	NONE	NONE	BAF_WEIGHTED	2587	0.4001	58278001	58279001	1	1
chr1	61043501	61455000	2.9076	108	0.5599	0.5715	NONE	NONE	BAF_WEIGHTED	407	0.3931	61043001	61044001	1	2
chr1	61455001	61714277	2.4203	149	0.5556	0.5715	NONE	DEL	BAF_WEIGHTED	247	0.4085	61455001	61455001	1	1
chr1	61714278	61737202	1.4735	21	0.9307	1.0028	DEL	DEL	BAF_WEIGHTED	22	0.4216	61714278	61714278	0	1
chr1	61737203	64890000	2.1671	1550	0.5604	0.5482	DEL	NONE	BAF_WEIGHTED	3028	0.404	61737203	61737203	1	1
chr1	64890001	65078000	2.6491	71	0.5588	0.5715	NONE	NONE	BAF_WEIGHTED	182	0.4199	64890001	64890001	1	2
chr1	65078001	65278000	2.0439	113	0.5714	0.5107	NONE	NONE	BAF_WEIGHTED	187	0.4233	65078001	65078001	1	1
chr1	65278001	65942000	1.6561	555	0.5625	0.5715	NONE	NONE	BAF_WEIGHTED	600	0.3785	65278001	65278001	1	1
chr1	65942001	66234000	2.0225	5	0.5588	0.5056	NONE	NONE	BAF_WEIGHTED	263	0.3677	65942001	65942001	1	1
chr1	66234001	66455000	2.6025	107	0.5577	0.5715	NONE	NONE	BAF_WEIGHTED	214	0.394	66234001	66234001	1	1
chr1	66455001	66915000	1.9649	359	0.5625	0.5089	NONE	NONE	BAF_WEIGHTED	433	0.3722	66455001	66455001	1	1
chr1	66915001	67057000	2.5308	1	0.6047	0.6149	NONE	NONE	BAF_WEIGHTED	140	0.375	66915001	66915001	1	2
chr1	67057001	67367000	2.0011	178	0.5758	0.5852	NONE	NONE	BAF_WEIGHTED	289	0.3972	67057001	67057001	1	1
chr1	67367001	67856000	2.5504	264	0.5656	0.5715	NONE	NONE	BAF_WEIGHTED	473	0.4234	67367001	67367001	1	1
chr1	67856001	68194000	1.9078	263	0.5702	0.5645	NONE	NONE	BAF_WEIGHTED	323	0.403	67856001	67856001	1	1
chr1	68194001	68234000	2.8376	31	0.5517	0.5715	NONE	NONE	BAF_WEIGHTED	39	0.395	68194001	68194001	1	2
chr1	68234001	72647000	2.0176	2190	0.5637	0.5384	NONE	NONE	BAF_WEIGHTED	4136	0.3639	68234001	68234001	1	1
chr1	72647001	73987000	1.7652	1166	0.5667	0.5665	NONE	NONE	BAF_WEIGHTED	1279	0.3503	72647001	72647001	1	1
chr1	73987001	87098000	2.2059	7977	0.5613	0.5404	NONE	NONE	BAF_WEIGHTED	11985	0.3719	73987001	73987001	1	1
chr1	87098001	88644000	1.7194	649	0.5695	0.5672	NONE	NONE	BAF_WEIGHTED	1465	0.3866	87098001	87098001	1	1
chr1	88644001	90050000	2.2439	586	0.5619	0.5446	NONE	NONE	BAF_WEIGHTED	1281	0.3903	88644001	88644001	1	1
chr1	90050001	90890000	1.7494	421	0.5676	0.5716	NONE	NONE	BAF_WEIGHTED	794	0.3894	90050001	90050001	1	1
chr1	90890001	91031000	2.5366	85	0.5588	0.5715	NONE	NONE	BAF_WEIGHTED	131	0.3629	90890001	90890001	1	1
chr1	91031001	91493000	2.0283	348	0.5646	0.507	NONE	NONE	BAF_WEIGHTED	397	0.3947	91031001	91031001	1	1
chr1	91493001	91731000	2.4805	113	0.5577	0.5715	NONE	NONE	BAF_WEIGHTED	230	0.4145	91493001	91493001	1	1
chr1	91731001	91898000	3.0891	17	0.5614	0.5715	NONE	NONE	BAF_WEIGHTED	165	0.4281	91731001	91731001	1	2
chr1	91898001	95089000	2.4237	1596	0.5608	0.5679	NONE	NONE	BAF_WEIGHTED	2990	0.406	91898001	91898001	1	1
chr1	95089001	99727000	1.9934	2113	0.564	0.5355	NONE	NONE	BAF_WEIGHTED	4391	0.3659	95089001	95089001	1	1
chr1	99727001	101032000	2.4703	676	0.5527	0.5607	NONE	NONE	BAF_WEIGHTED	1230	0.3809	99727001	99727001	1	1
chr1	101032001	107398000	1.8833	3774	0.5669	0.5406	NONE	NONE	BAF_WEIGHTED	5814	0.3519	101032001	101032001	1	1
chr1	107398001	107586000	2.3948	81	0.5526	0.5715	NONE	NONE	BAF_WEIGHTED	182	0.3965	107398001	107398001	1	1
chr1	107586001	107790000	3.0637	131	0.566	0.5715	NONE	NONE	BAF_WEIGHTED	189	0.3679	107586001	107586001	1	2
chr1	107790001	119471645	2.2583	5316	0.5599	0.5464	NONE	DEL	BAF_WEIGHTED	10625	0.4164	107790001	107790001	1	1
chr1	119471646	119472281	1.2181	0	0	0.841	DEL	DEL	STRUCTURAL_VARIANT	0	0	119471646	119471646	0	1
chr1	119472282	123605522	2.4121	313	0.5658	0.5756	DEL	CENTROMERE	BAF_WEIGHTED	439	0.4239	119472282	119472282	1	1
chr1	123605523	143741500	1.3867	273	0.5875	0.6005	CENTROMERE	NONE	BAF_WEIGHTED	201	0.4145	123605523	123605523	1	1
chr1	143741501	145857501	2.5366	146	0.5605	0.5715	NONE	DEL	BAF_WEIGHTED	157	0.4319	143737001	143746001	1	1
chr1	145857502	145857545	1.7275	0	0	0.8391	DEL	DEL	STRUCTURAL_VARIANT	0	0	145857502	145857502	0	1
chr1	145857546	146473000	2.6989	55	0.5625	0.5715	DEL	NONE	BAF_WEIGHTED	179	0.4612	145857546	145857546	1	2
chr1	146473001	147159000	1.9369	326	0.574	0.5834	NONE	NONE	BAF_WEIGHTED	92	0.4084	146052001	146894001	1	1
chr1	147159001	147277000	2.4311	3	0.5556	0.5715	NONE	NONE	BAF_WEIGHTED	103	0.4019	147159001	147159001	1	1
chr1	147277001	147488000	1.8964	31	0.5789	0.5892	NONE	NONE	BAF_WEIGHTED	171	0.388	147277001	147277001	1	1
chr1	147488001	147732000	2.3978	124	0.5521	0.5715	NONE	NONE	BAF_WEIGHTED	231	0.4235	147488001	147488001	1	1
chr1	147732001	148264426	1.9962	109	0.575	0.5843	NONE	BND	BAF_WEIGHTED	184	0.4324	147732001	147732001	1	1
chr1	148264427	148264437	1.0394	0	0	1	BND	BND	STRUCTURAL_VARIANT	0	0	148264427	148264427	0	1
chr1	148264438	148333000	1.9132	2	0.6404	0.6586	BND	NONE	BAF_WEIGHTED	34	0.4436	148264438	148264438	1	1
chr1	148333001	149958675	2.6252	206	0.575	0.5821	NONE	BND	BAF_WEIGHTED	113	0.4614	148333001	148333001	1	2
chr1	149958676	150608864	3.6338	201	0.6513	0.6613	BND	INV	BAF_WEIGHTED	608	0.4377	149958676	149958676	1	2
chr1	150608865	150962000	2.4728	173	0.5545	0.5731	INV	NONE	BAF_WEIGHTED	325	0.4171	150608865	150608865	1	1
chr1	150962001	151010000	3.1284	31	0.5362	0.5715	NONE	NONE	BAF_WEIGHTED	46	0.5089	150962001	150962001	1	2
chr1	151010001	152057000	2.5041	397	0.5611	0.5715	NONE	NONE	BAF_WEIGHTED	1009	0.4552	151010001	151010001	1	1
chr1	152057001	153490000	1.8509	743	0.5613	0.5453	NONE	NONE	BAF_WEIGHTED	1198	0.4141	152057001	152057001	1	1
chr1	153490001	153956000	2.4437	159	0.5556	0.5715	NONE	NONE	BAF_WEIGHTED	441	0.4809	153490001	153490001	1	1
chr1	153956001	153993000	3.2918	5	0.5625	0.5715	NONE	NONE	BAF_WEIGHTED	33	0.5038	153956001	153956001	1	2
chr1	153993001	154930000	2.1063	284	0.5667	0.5619	NONE	NONE	BAF_WEIGHTED	861	0.4617	153993001	153993001	1	1
chr1	154930001	156052000	2.4851	185	0.5536	0.5715	NONE	NONE	BAF_WEIGHTED	946	0.4728	154930001	154930001	1	1
chr1	156052001	156132000	3.0964	2	0.619	0.6284	NONE	NONE	BAF_WEIGHTED	73	0.5275	156052001	156052001	1	2
chr1	156132001	156453000	2.279	259	0.5614	0.5612	NONE	NONE	BAF_WEIGHTED	301	0.497	156132001	156132001	1	1
chr1	156453001	156507000	3.0038	31	0.5319	0.5715	NONE	NONE	BAF_WEIGHTED	51	0.532	156453001	156453001	1	2
chr1	156507001	156688000	2.3543	67	0.56	0.5752	NONE	NONE	BAF_WEIGHTED	169	0.5044	156507001	156507001	1	1
chr1	156688001	156773000	2.9771	32	0.547	0.5715	NONE	NONE	BAF_WEIGHTED	77	0.5187	156688001	156688001	1	2
chr1	156773001	157178000	2.3538	105	0.5556	0.5752	NONE	NONE	BAF_WEIGHTED	373	0.4822	156773001	156773001	1	1
chr1	157178001	159772000	1.6943	1569	0.5698	0.5614	NONE	NONE	BAF_WEIGHTED	2326	0.3975	157178001	157178001	1	1
chr1	159772001	159889000	2.1639	61	0.5532	0.5379	NONE	NONE	BAF_WEIGHTED	112	0.4768	159772001	159772001	1	1
chr1	159889001	159952000	2.962	35	0.5625	0.5715	NONE	NONE	BAF_WEIGHTED	55	0.5102	159889001	159889001	1	2
chr1	159952001	160430000	2.3392	141	0.5682	0.5725	NONE	NONE	BAF_WEIGHTED	461	0.4603	159952001	159952001	1	1
chr1	160430001	160986000	1.9143	205	0.5641	0.5224	NONE	NONE	BAF_WEIGHTED	501	0.4222	160430001	160430001	1	1
chr1	160986001	162880000	2.3929	1018	0.5603	0.5653	NONE	NONE	BAF_WEIGHTED	1568	0.4266	160986001	160986001	1	1
chr1	162880001	164556000	1.8405	809	0.5672	0.56	NONE	NONE	BAF_WEIGHTED	1583	0.3769	162879001	162881001	1	1
chr1	164556001	164619000	3.3726	39	0.5385	0.5715	NONE	NONE	BAF_WEIGHTED	62	0.4175	164556001	164556001	1	2
chr1	164619001	164858000	2.5766	117	0.5556	0.5715	NONE	NONE	BAF_WEIGHTED	235	0.416	164619001	164619001	1	1
chr1	164858001	165586000	1.7932	360	0.5652	0.5577	NONE	NONE	BAF_WEIGHTED	697	0.4212	164858001	164858001	1	1
chr1	165586001	165931000	2.3392	198	0.5668	0.5725	NONE	NONE	BAF_WEIGHTED	325	0.4186	165586001	165586001	1	1
chr1	165931001	166833000	1.5953	238	0.5789	0.5911	NONE	NONE	BAF_WEIGHTED	799	0.402	165931001	165931001	1	1
chr1	166833001	166880000	2.418	44	0.5395	0.5715	NONE	NONE	BAF_WEIGHTED	45	0.4343	166833001	166833001	1	1
chr1	166880001	167214000	1.9111	191	0.5667	0.5233	NONE	NONE	BAF_WEIGHTED	328	0.4226	166880001	166880001	1	1
chr1	167214001	167910000	2.3361	309	0.5584	0.5525	NONE	NONE	BAF_WEIGHTED	676	0.4225	167214001	167214001	1	1
chr1	167910001	167952000	3.1561	14	0.5589	0.5715	NONE	NONE	BAF_WEIGHTED	41	0.3807	167910001	167910001	1	2
chr1	167952001	169465000	2.2099	1020	0.559	0.54	NONE	NONE	BAF_WEIGHTED	1417	0.3943	167952001	167952001	1	1
chr1	169465001	169540000	2.9746	77	0.5556	0.5715	NONE	NONE	BAF_WEIGHTED	71	0.3834	169465001	169465001	1	2
chr1	169540001	170085000	2.2443	797	0.5625	0.5544	NONE	NONE	BAF_WEIGHTED	514	0.3766	169540001	169540001	1	1
chr1	170085001	171484000	1.7162	870	0.5706	0.5589	NONE	NONE	BAF_WEIGHTED	1285	0.3853	170085001	170085001	1	1
chr1	171484001	171520000	2.7529	0	0	0.6516	NONE	NONE	BAF_WEIGHTED	36	0.3896	171484001	171484001	1	2
chr1	171520001	171983000	2.0705	348	0.5565	0.5466	NONE	NONE	BAF_WEIGHTED	437	0.4001	171520001	171520001	1	1
chr1	171983001	172752000	2.4843	342	0.5618	0.5658	NONE	NONE	BAF_WEIGHTED	709	0.3779	171983001	171983001	1	1
chr1	172752001	174930000	2.1347	387	0.5622	0.511	NONE	NONE	BAF_WEIGHTED	1975	0.3865	172752001	172752001	1	1
chr1	174930001	175031000	2.7062	1	0.5536	0.5715	NONE	NONE	BAF_WEIGHTED	99	0.3903	174930001	174930001	1	2
chr1	175031001	175118000	2.0009	5	0.5714	0.5002	NONE	NONE	BAF_WEIGHTED	77	0.438	175031001	175031001	1	1
chr1	175118001	175230000	2.5116	76	0.5556	0.5715	NONE	NONE	BAF_WEIGHTED	111	0.4432	175118001	175118001	1	1
chr1	175230001	175877000	1.8044	466	0.558	0.5561	NONE	NONE	BAF_WEIGHTED	628	0.434	175230001	175230001	1	1
chr1	175877001	176224000	2.2121	32	0.5484	0.5479	NONE	NONE	BAF_WEIGHTED	326	0.3753	175877001	175877001	1	1
chr1	176224001	177246000	1.7302	240	0.5625	0.578	NONE	NONE	BAF_WEIGHTED	967	0.401	176224001	176224001	1	1
chr1	177246001	181082000	2.1139	2067	0.5643	0.5395	NONE	NONE	BAF_WEIGHTED	3591	0.4062	177246001	177246001	1	1
chr1	181082001	181144000	3.091	4	0.5943	0.6018	NONE	NONE	BAF_WEIGHTED	60	0.491	181082001	181082001	1	2
chr1	181144001	182140000	1.6865	469	0.5704	0.5713	NONE	NONE	BAF_WEIGHTED	939	0.4299	181144001	181144001	1	1
chr1	182140001	182402000	2.5804	199	0.5526	0.5715	NONE	NONE	BAF_WEIGHTED	255	0.4298	182140001	182140001	1	1
chr1	182402001	185161000	2.1462	1498	0.5604	0.5401	NONE	NONE	BAF_WEIGHTED	2647	0.4051	182402001	182402001	1	1
chr1	185161001	186435000	1.7841	330	0.5645	0.5571	NONE	NONE	BAF_WEIGHTED	1186	0.3705	185161001	185161001	1	1
chr1	186435001	186968000	1.559	373	0.5714	0.5715	NONE	NONE	BAF_WEIGHTED	498	0.3669	186435001	186435001	1	1
chr1	186968001	188131906	1.9364	916	0.5688	0.5205	NONE	BND	BAF_WEIGHTED	1092	0.3535	186968001	186968001	1	1
chr1	188131907	190230755	2.9863	970	0.6496	0.6621	BND	INV	BAF_WEIGHTED	2002	0.3375	188131907	188131907	1	2
chr1	190230756	190230844	1.1171	0	0	0.9204	INV	INV	STRUCTURAL_VARIANT	0	0	190230756	190230756	0	1
chr1	190230845	193265000	3.0383	1276	0.6494	0.6616	INV	NONE	BAF_WEIGHTED	2907	0.3478	190230845	190230845	1	2
chr1	193265001	197125000	2.6068	2167	0.6468	0.6608	NONE	NONE	BAF_WEIGHTED	3526	0.347	193265001	193265001	1	2
chr1	197125001	197206000	3.6165	60	0.6485	0.6587	NONE	NONE	BAF_WEIGHTED	79	0.3528	197125001	197125001	1	2
chr1	197206001	197614000	2.9677	121	0.6513	0.6639	NONE	NONE	BAF_WEIGHTED	389	0.356	197206001	197206001	1	2
chr1	197614001	197788000	3.6888	42	0.6342	0.6432	NONE	NONE	BAF_WEIGHTED	159	0.3456	197614001	197614001	1	2
chr1	197788001	198149000	2.895	252	0.642	0.6541	NONE	NONE	BAF_WEIGHTED	335	0.3822	197788001	197788001	1	2
chr1	198149001	198317000	3.4761	115	0.6471	0.6576	NONE	NONE	BAF_WEIGHTED	154	0.3575	198149001	198149001	1	2
chr1	198317001	198835000	2.7322	333	0.6389	0.6515	NONE	NONE	BAF_WEIGHTED	509	0.3587	198317001	198317001	1	2
chr1	198835001	199141000	3.219	119	0.6462	0.6574	NONE	NONE	BAF_WEIGHTED	295	0.3491	198835001	198835001	1	2
chr1	199141001	200066000	2.7465	172	0.6449	0.6579	NONE	NONE	BAF_WEIGHTED	882	0.3761	199141001	199141001	1	2
chr1	200066001	200359000	3.2813	187	0.64	0.6505	NONE	NONE	BAF_WEIGHTED	286	0.4113	200066001	200066001	1	2
chr1	200359001	200418000	4.159	1	0.5645	0.5191	NONE	NONE	BAF_WEIGHTED	58	0.3982	200359001	200359001	2	2
chr1	200418001	200654911	3.3521	88	0.6554	0.6668	NONE	INV	BAF_WEIGHTED	235	0.4071	200418001	200418001	1	2
chr1	200654912	202006000	4.4432	790	0.7323	0.7454	INV	NONE	BAF_WEIGHTED	1280	0.475	200654912	200654912	1	3
chr1	202006001	202171000	5.437	82	0.7436	0.7547	NONE	NONE	BAF_WEIGHTED	156	0.5102	202006001	202006001	1	4
chr1	202171001	203265000	4.4587	456	0.7366	0.7498	NONE	NONE	BAF_WEIGHTED	817	0.4667	202171001	202172001	1	3
