	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N5	N8	N6	N7
0	chr10:100877001-104303000	SBS1	1	0	1	0	0	0	0	0	0	0
1	chr10:100877001-104303000	SBS3	1	0	9	0	0	0	0	0	0	0
2	chr10:104357001-108217266	SBS100	2	0	0	1	0	0	0	0	0	0
3	chr10:104357001-108217266	SBS3	2	0	2	7	0	0	0	0	0	0
4	chr10:1084001-3037000	SBS1	3	2	0	0	2	0	0	0	0	0
5	chr10:1084001-3037000	SBS3	3	2	0	1	7	0	0	0	0	0
6	chr10:108586089-108817759	SBS3	3	0	0	0	2	0	0	0	0	0
7	chr10:108823933-109847000	SBS3	3	0	1	0	5	0	0	0	0	0
8	chr10:109847001-110312000	SBS3	2	0	2	0	0	0	0	0	0	0
9	chr10:110312001-110816000	SBS3	2	0	0	1	0	0	0	0	0	0
10	chr10:11099001-11465000	SBS3	2	2	0	3	0	0	0	0	0	0
11	chr10:111019001-112114000	SBS3	3	0	1	0	1	0	0	0	0	0
12	chr10:112114001-114985000	SBS3	2	0	1	1	0	0	0	0	0	0
13	chr10:114985001-117273000	SBS100	3	0	0	1	0	0	0	0	0	0
14	chr10:114985001-117273000	SBS3	3	0	0	3	3	0	0	0	0	0
15	chr10:11615001-12361000	SBS3	2	1	0	3	0	0	0	0	0	0
16	chr10:117379001-118687000	SBS3	3	0	0	1	1	0	0	0	0	0
17	chr10:118903001-119947027	SBS1	2	0	1	0	0	0	0	0	0	0
18	chr10:118903001-119947027	SBS3	2	0	2	5	0	0	0	0	0	0
19	chr10:119947028-120809000	SBS1	4	3	0	0	0	1	0	0	0	0
20	chr10:119947028-120809000	SBS3	4	3	0	0	0	3	0	0	0	0
21	chr10:120809001-122509000	SBS3	3	2	0	0	2	0	0	0	0	0
22	chr10:122509001-124388000	SBS3	4	3	0	0	3	11	0	0	0	0
23	chr10:12361001-13088000	SBS3	2	2	0	4	0	0	0	0	0	0
24	chr10:124618501-124769000	SBS3	3	1	0	0	1	0	0	0	0	0
25	chr10:124769001-127421000	SBS1	3	3	0	0	1	0	0	0	0	0
26	chr10:124769001-127421000	SBS100	3	3	0	0	2	0	0	0	0	0
27	chr10:124769001-127421000	SBS3	3	3	0	1	9	0	0	0	0	0
28	chr10:127421001-127871000	SBS100	4	3	0	0	1	0	0	0	0	0
29	chr10:127421001-127871000	SBS3	4	3	0	0	2	2	0	0	0	0
30	chr10:128217001-128856000	SBS3	4	3	0	0	0	6	0	0	0	0
31	chr10:128856001-130106000	SBS1	3	3	0	0	2	0	0	0	0	0
32	chr10:128856001-130106000	SBS3	3	3	0	1	8	0	0	0	0	0
33	chr10:130195001-130924000	SBS3	4	3	0	0	1	4	0	0	0	0
34	chr10:13088001-13582000	SBS3	2	1	0	1	0	0	0	0	0	0
35	chr10:130924001-131896000	SBS1	4	4	0	0	0	2	0	0	0	0
36	chr10:130924001-131896000	SBS3	4	4	0	0	0	7	0	0	0	0
37	chr10:131896001-132024000	SBS3	3	2	0	0	1	0	0	0	0	0
38	chr10:132024001-132345903	SBS1	4	3	0	0	0	1	0	0	0	0
39	chr10:132627948-132628147	SBS3	5	4	0	0	0	0	1	0	0	0
40	chr10:132628148-133797422	SBS100	4	3	0	0	0	1	0	0	0	0
41	chr10:132628148-133797422	SBS3	4	3	0	0	1	6	0	0	0	0
42	chr10:13797001-14498000	SBS1	2	2	0	1	0	0	0	0	0	0
43	chr10:13797001-14498000	SBS3	2	2	3	4	0	0	0	0	0	0
44	chr10:14498001-15388000	SBS3	2	1	0	1	0	0	0	0	0	0
45	chr10:15388001-15776000	SBS3	2	2	0	4	0	0	0	0	0	0
46	chr10:15910001-16422000	SBS3	3	2	0	0	6	0	0	0	0	0
47	chr10:16422001-16813000	SBS3	2	2	0	2	0	0	0	0	0	0
48	chr10:17245001-17759000	SBS3	2	1	0	1	0	0	0	0	0	0
49	chr10:17759001-18553000	SBS3	2	2	0	2	0	0	0	0	0	0
50	chr10:18553001-18573000	SBS3	5	5	0	1	0	3	1	0	0	0
51	chr10:18573001-18683000	SBS3	2	1	1	0	0	0	0	0	0	0
52	chr10:18683001-19808000	SBS100	2	2	0	1	0	0	0	0	0	0
53	chr10:18683001-19808000	SBS3	2	2	0	9	0	0	0	0	0	0
54	chr10:19808001-20302000	SBS1	2	1	1	0	0	0	0	0	0	0
55	chr10:19808001-20302000	SBS3	2	1	0	2	0	0	0	0	0	0
56	chr10:20302001-20556000	SBS3	2	2	0	1	0	0	0	0	0	0
57	chr10:21537001-22613000	SBS3	2	1	1	2	0	0	0	0	0	0
58	chr10:22613001-22724000	SBS3	1	1	1	0	0	0	0	0	0	0
59	chr10:22724001-24190000	SBS100	2	2	0	1	0	0	0	0	0	0
60	chr10:22724001-24190000	SBS3	2	2	1	8	0	0	0	0	0	0
61	chr10:24190001-24846000	SBS3	2	1	1	1	0	0	0	0	0	0
62	chr10:24846001-25041308	SBS3	2	1	0	1	0	0	0	0	0	0
63	chr10:25041309-26713000	SBS100	2	0	1	0	0	0	0	0	0	0
64	chr10:25041309-26713000	SBS3	2	0	1	4	0	0	0	0	0	0
65	chr10:27576001-28169000	SBS3	2	0	1	1	0	0	0	0	0	0
66	chr10:28465001-31270000	SBS1	2	1	1	0	0	0	0	0	0	0
67	chr10:28465001-31270000	SBS100	2	1	0	1	0	0	0	0	0	0
68	chr10:28465001-31270000	SBS3	2	1	1	7	0	0	0	0	0	0
69	chr10:3037001-3790489	SBS100	2	1	1	0	0	0	0	0	0	0
70	chr10:31270001-31700000	SBS100	1	0	1	0	0	0	0	0	0	0
71	chr10:31270001-31700000	SBS3	1	0	1	0	0	0	0	0	0	0
72	chr10:31700001-31906000	SBS100	2	1	0	1	0	0	0	0	0	0
73	chr10:31700001-31906000	SBS3	2	1	0	1	0	0	0	0	0	0
74	chr10:32381001-32881000	SBS3	4	2	0	0	1	1	0	0	0	0
75	chr10:33131001-34160000	SBS3	4	2	0	1	0	5	0	0	0	0
76	chr10:34376959-35567000	SBS3	3	1	0	0	3	0	0	0	0	0
77	chr10:35567001-37098584	SBS3	4	2	0	0	3	6	0	0	0	0
78	chr10:37098585-37733000	SBS1	2	2	1	0	0	0	0	0	0	0
79	chr10:37098585-37733000	SBS3	2	2	0	6	0	0	0	0	0	0
80	chr10:37753001-38913000	SBS1	2	0	2	0	0	0	0	0	0	0
81	chr10:37753001-38913000	SBS3	2	0	5	4	0	0	0	0	0	0
82	chr10:3808545-4722419	SBS3	2	1	1	4	0	0	0	0	0	0
83	chr10:38913001-39262000	SBS3	3	2	2	1	3	0	0	0	0	0
84	chr10:39262001-40640101	SBS3	3	0	1	1	0	0	0	0	0	0
85	chr10:40640102-41909990	SBS3	5	2	1	5	0	0	1	0	0	0
86	chr10:41909991-43104000	SBS3	2	2	0	8	0	0	0	0	0	0
87	chr10:43465001-44932000	SBS3	2	2	0	4	0	0	0	0	0	0
88	chr10:45232001-48303000	SBS3	2	1	1	2	0	0	0	0	0	0
89	chr10:48303001-48543000	SBS3	1	1	1	0	0	0	0	0	0	0
90	chr10:48543001-50312000	SBS3	2	2	0	10	0	0	0	0	0	0
91	chr10:50312001-50764500	SBS3	1	1	1	0	0	0	0	0	0	0
92	chr10:50764501-52258000	SBS3	2	1	0	3	0	0	0	0	0	0
93	chr10:52494001-57984000	SBS1	2	2	0	1	0	0	0	0	0	0
94	chr10:52494001-57984000	SBS3	2	2	1	20	0	0	0	0	0	0
95	chr10:5403001-6212000	SBS3	2	1	0	3	0	0	0	0	0	0
96	chr10:57984001-58983000	SBS3	2	1	0	2	0	0	0	0	0	0
97	chr10:58983001-59793000	SBS3	2	2	0	5	0	0	0	0	0	0
98	chr10:59793001-59911000	SBS3	2	0	0	1	0	0	0	0	0	0
99	chr10:59911001-61732000	SBS1	2	1	1	2	0	0	0	0	0	0
100	chr10:59911001-61732000	SBS100	2	1	1	0	0	0	0	0	0	0
101	chr10:59911001-61732000	SBS3	2	1	6	2	0	0	0	0	0	0
102	chr10:6212001-6885000	SBS100	2	2	0	1	0	0	0	0	0	0
103	chr10:6212001-6885000	SBS3	2	2	0	4	0	0	0	0	0	0
104	chr10:62273001-63197000	SBS3	2	1	1	4	0	0	0	0	0	0
105	chr10:63724001-67656000	SBS3	2	2	1	11	0	0	0	0	0	0
106	chr10:67656001-69315000	SBS3	2	1	0	3	0	0	0	0	0	0
107	chr10:6885001-7526000	SBS3	2	1	1	1	0	0	0	0	0	0
108	chr10:69510501-70114000	SBS3	2	1	1	1	0	0	0	0	0	0
109	chr10:70236001-71414000	SBS3	2	1	0	5	0	0	0	0	0	0
110	chr10:71414001-72241000	SBS3	3	1	0	0	2	0	0	0	0	0
111	chr10:72358001-73277472	SBS3	3	1	0	1	2	0	0	0	0	0
112	chr10:73277473-75238500	SBS1	1	0	2	0	0	0	0	0	0	0
113	chr10:73277473-75238500	SBS100	1	0	1	0	0	0	0	0	0	0
114	chr10:73277473-75238500	SBS3	1	0	6	0	0	0	0	0	0	0
115	chr10:75238501-78543000	SBS1	2	0	0	1	0	0	0	0	0	0
116	chr10:75238501-78543000	SBS100	2	0	1	0	0	0	0	0	0	0
117	chr10:75238501-78543000	SBS3	2	0	1	2	0	0	0	0	0	0
118	chr10:7526001-7736000	SBS3	2	2	0	3	0	0	0	0	0	0
119	chr10:7736001-8490000	SBS3	2	1	1	1	0	0	0	0	0	0
120	chr10:78543001-80442000	SBS1	1	0	1	0	0	0	0	0	0	0
121	chr10:78543001-80442000	SBS3	1	0	3	0	0	0	0	0	0	0
122	chr10:80543501-84296000	SBS3	2	0	0	4	0	0	0	0	0	0
123	chr10:84543001-86396000	SBS3	2	0	1	6	0	0	0	0	0	0
124	chr10:8490001-9333000	SBS3	2	2	0	4	0	0	0	0	0	0
125	chr10:86396001-88808000	SBS3	1	0	7	0	0	0	0	0	0	0
126	chr10:88808001-89429000	SBS3	1	0	2	0	0	0	0	0	0	0
127	chr10:89870001-90855000	SBS3	2	0	3	2	0	0	0	0	0	0
128	chr10:90855001-93039000	SBS3	1	0	1	0	0	0	0	0	0	0
129	chr10:93039001-93375000	SBS3	2	0	1	0	0	0	0	0	0	0
130	chr10:9333001-11099000	SBS1	2	2	0	1	0	0	0	0	0	0
131	chr10:9333001-11099000	SBS3	2	2	1	12	0	0	0	0	0	0
132	chr10:93512001-94643000	SBS3	2	0	0	1	0	0	0	0	0	0
133	chr10:94643001-95181000	SBS3	2	0	0	3	0	0	0	0	0	0
134	chr10:95181001-95912000	SBS3	1	0	4	0	0	0	0	0	0	0
135	chr10:95912001-96513500	SBS3	2	0	0	1	0	0	0	0	0	0
136	chr10:96513501-96989000	SBS3	1	0	3	0	0	0	0	0	0	0
137	chr10:97206001-97801000	SBS1	1	0	1	0	0	0	0	0	0	0
138	chr10:97206001-97801000	SBS3	1	0	3	0	0	0	0	0	0	0
139	chr10:99605001-100568000	SBS3	2	0	1	0	0	0	0	0	0	0
140	chr11:1-3706000	SBS1	2	0	1	0	0	0	0	0	0	0
141	chr11:1-3706000	SBS3	2	0	10	4	0	0	0	0	0	0
142	chr11:101058001-102267000	SBS1	2	0	0	1	0	0	0	0	0	0
143	chr11:101058001-102267000	SBS3	2	0	1	2	0	0	0	0	0	0
144	chr11:102267001-102625000	SBS3	1	0	2	0	0	0	0	0	0	0
145	chr11:102625001-104402000	SBS3	2	0	0	4	0	0	0	0	0	0
146	chr11:104402001-105192000	SBS3	2	0	0	1	0	0	0	0	0	0
147	chr11:105192001-106000000	SBS1	2	0	0	1	0	0	0	0	0	0
148	chr11:106101001-107372000	SBS3	3	0	0	0	4	0	0	0	0	0
149	chr11:107597001-107911000	SBS1	2	0	1	0	0	0	0	0	0	0
150	chr11:107597001-107911000	SBS3	2	0	1	3	0	0	0	0	0	0
151	chr11:107911001-108971000	SBS3	2	0	0	2	0	0	0	0	0	0
152	chr11:108971001-110085000	SBS3	2	0	4	1	0	0	0	0	0	0
153	chr11:10937001-11835000	SBS3	2	0	1	1	0	0	0	0	0	0
154	chr11:110481001-111264000	SBS3	2	0	1	3	0	0	0	0	0	0
155	chr11:111264001-112296000	SBS3	2	0	0	2	0	0	0	0	0	0
156	chr11:112296001-114393000	SBS3	2	0	6	0	0	0	0	0	0	0
157	chr11:114445001-115164000	SBS3	2	0	1	1	0	0	0	0	0	0
158	chr11:115164001-115786000	SBS3	2	0	0	1	0	0	0	0	0	0
159	chr11:117407111-117797000	SBS3	3	0	0	1	1	0	0	0	0	0
160	chr11:118375558-119384000	SBS3	2	0	1	3	0	0	0	0	0	0
161	chr11:119384001-121233000	SBS3	2	0	1	1	0	0	0	0	0	0
162	chr11:121679001-122626000	SBS3	2	0	2	2	0	0	0	0	0	0
163	chr11:122626001-123582000	SBS1	2	0	0	1	0	0	0	0	0	0
