	segment_id	sig_max	major_cn	minor_cn	N1	N3	N2	N4	N5	N6	N7	N12
0	chr10:1-2881311	SBS1	3	1	1	2	0	0	0	0	0	0
1	chr10:1-2881311	SBS18	3	1	1	1	0	0	0	0	0	0
2	chr10:1-2881311	SBS3	3	1	9	3	1	0	0	0	0	0
3	chr10:1-2881311	SBS8	3	1	1	0	1	0	0	0	0	0
4	chr10:109220087-117026837	SBS1	1	0	2	0	0	0	0	0	0	0
5	chr10:109220087-117026837	SBS18	1	0	3	0	0	0	0	0	0	0
6	chr10:109220087-117026837	SBS3	1	0	20	0	0	0	0	0	0	0
7	chr10:109220087-117026837	SBS8	1	0	1	0	0	0	0	0	0	0
8	chr10:10936142-12946179	SBS1	2	1	1	0	0	0	0	0	0	0
9	chr10:10936142-12946179	SBS3	2	1	9	0	3	0	0	0	0	0
10	chr10:117026838-117860525	SBS3	1	1	2	0	0	0	0	0	0	0
11	chr10:117860526-117861098	SBS8	1	0	1	0	0	0	0	0	0	0
12	chr10:117861099-124990718	SBS1	1	1	1	0	0	0	0	0	0	0
13	chr10:117861099-124990718	SBS18	1	1	2	0	0	0	0	0	0	0
14	chr10:117861099-124990718	SBS3	1	1	20	0	0	0	0	0	0	0
15	chr10:117861099-124990718	SBS8	1	1	2	0	0	0	0	0	0	0
16	chr10:125004292-127638281	SBS1	1	1	1	0	0	0	0	0	0	0
17	chr10:125004292-127638281	SBS3	1	1	4	0	0	0	0	0	0	0
18	chr10:125004292-127638281	SBS8	1	1	1	0	0	0	0	0	0	0
19	chr10:127644174-133797422	SBS1	1	1	5	0	0	0	0	0	0	0
20	chr10:127644174-133797422	SBS100	1	1	1	0	0	0	0	0	0	0
21	chr10:127644174-133797422	SBS18	1	1	3	0	0	0	0	0	0	0
22	chr10:127644174-133797422	SBS3	1	1	32	0	0	0	0	0	0	0
23	chr10:12946180-14395124	SBS100	2	2	0	0	1	0	0	0	0	0
24	chr10:12946180-14395124	SBS3	2	2	1	0	0	0	0	0	0	0
25	chr10:14395216-20288596	SBS1	2	2	0	0	3	0	0	0	0	0
26	chr10:14395216-20288596	SBS18	2	2	2	0	2	0	0	0	0	0
27	chr10:14395216-20288596	SBS3	2	2	1	0	12	0	0	0	0	0
28	chr10:20292018-21475474	SBS18	2	2	1	0	0	0	0	0	0	0
29	chr10:20292018-21475474	SBS3	2	2	2	0	1	0	0	0	0	0
30	chr10:21475527-22518149	SBS1	2	2	1	0	0	0	0	0	0	0
31	chr10:21475527-22518149	SBS3	2	2	3	0	3	0	0	0	0	0
32	chr10:22522590-23303131	SBS3	2	2	1	0	4	0	0	0	0	0
33	chr10:23307179-23523278	SBS3	2	2	0	0	1	0	0	0	0	0
34	chr10:23527875-23604688	SBS8	2	2	1	0	0	0	0	0	0	0
35	chr10:24029467-24092163	SBS3	2	0	0	0	1	0	0	0	0	0
36	chr10:24092164-24565727	SBS3	2	2	1	0	0	0	0	0	0	0
37	chr10:24719001-32158988	SBS1	2	0	2	0	1	0	0	0	0	0
38	chr10:24719001-32158988	SBS100	2	0	1	0	0	0	0	0	0	0
39	chr10:24719001-32158988	SBS18	2	0	0	0	1	0	0	0	0	0
40	chr10:24719001-32158988	SBS3	2	0	18	0	6	0	0	0	0	0
41	chr10:2881355-4580000	SBS1	3	1	0	1	0	0	0	0	0	0
42	chr10:2881355-4580000	SBS18	3	1	1	0	0	0	0	0	0	0
43	chr10:2881355-4580000	SBS3	3	1	2	0	0	0	0	0	0	0
44	chr10:32158989-32619000	SBS3	2	2	0	0	1	0	0	0	0	0
45	chr10:32619001-40640101	SBS1	2	1	2	0	0	0	0	0	0	0
46	chr10:32619001-40640101	SBS100	2	1	3	0	2	0	0	0	0	0
47	chr10:32619001-40640101	SBS18	2	1	2	0	2	0	0	0	0	0
48	chr10:32619001-40640101	SBS3	2	1	24	0	13	0	0	0	0	0
49	chr10:40640102-43076272	SBS1	2	2	1	0	0	0	0	0	0	0
50	chr10:40640102-43076272	SBS3	2	2	6	0	2	0	0	0	0	0
51	chr10:43210816-43259283	SBS3	5	1	1	0	0	0	0	0	0	0
52	chr10:43271092-43565540	SBS18	4	2	0	0	0	1	0	0	0	0
53	chr10:43568388-45218783	SBS18	4	2	0	0	0	1	0	0	0	0
54	chr10:43568388-45218783	SBS3	4	2	2	0	1	0	0	0	0	0
55	chr10:45222118-48239703	SBS100	4	2	0	0	1	0	0	0	0	0
56	chr10:45222118-48239703	SBS3	4	2	5	0	3	0	0	0	0	0
57	chr10:4580001-6408131	SBS100	2	1	0	0	1	0	0	0	0	0
58	chr10:4580001-6408131	SBS3	2	1	2	0	1	0	0	0	0	0
59	chr10:48243618-48382550	SBS3	4	2	0	1	0	0	0	0	0	0
60	chr10:48410442-53110677	SBS1	4	1	0	0	0	1	0	0	0	0
61	chr10:48410442-53110677	SBS100	4	1	1	0	0	0	0	0	0	0
62	chr10:48410442-53110677	SBS18	4	1	0	0	1	2	0	0	0	0
63	chr10:48410442-53110677	SBS3	4	1	10	1	8	7	0	0	0	0
64	chr10:48410442-53110677	SBS8	4	1	0	0	1	0	0	0	0	0
65	chr10:53112057-55699997	SBS1	4	1	0	0	0	1	0	0	0	0
66	chr10:53112057-55699997	SBS100	4	1	0	0	1	0	0	0	0	0
67	chr10:53112057-55699997	SBS18	4	1	2	0	0	0	0	0	0	0
68	chr10:53112057-55699997	SBS3	4	1	3	0	5	7	0	0	0	0
69	chr10:53112057-55699997	SBS8	4	1	2	0	0	0	0	0	0	0
70	chr10:55699998-55704810	SBS3	5	1	0	0	1	0	0	0	0	0
71	chr10:55704811-56902674	SBS18	4	1	0	0	0	1	0	0	0	0
72	chr10:55704811-56902674	SBS3	4	1	2	0	1	1	0	0	0	0
73	chr10:56905313-57940752	SBS3	4	1	2	0	0	1	0	0	0	0
74	chr10:56905313-57940752	SBS8	4	1	0	0	0	1	0	0	0	0
75	chr10:57943712-59717346	SBS18	4	1	1	0	0	1	0	0	0	0
76	chr10:57943712-59717346	SBS3	4	1	1	1	1	1	0	0	0	0
77	chr10:57943712-59717346	SBS8	4	1	2	0	0	0	0	0	0	0
78	chr10:59915420-62131784	SBS1	4	1	2	0	1	1	0	0	0	0
79	chr10:59915420-62131784	SBS3	4	1	4	0	1	2	0	0	0	0
80	chr10:62150677-63430307	SBS3	4	1	0	1	2	2	0	0	0	0
81	chr10:63430731-64751291	SBS1	4	1	0	0	0	2	0	0	0	0
82	chr10:63430731-64751291	SBS18	4	1	0	1	0	0	0	0	0	0
83	chr10:63430731-64751291	SBS3	4	1	3	0	1	2	0	0	0	0
84	chr10:6408171-7993411	SBS100	2	1	1	0	1	0	0	0	0	0
85	chr10:6408171-7993411	SBS18	2	1	1	0	0	0	0	0	0	0
86	chr10:6408171-7993411	SBS3	2	1	6	0	3	0	0	0	0	0
87	chr10:64751292-69806000	SBS100	1	0	2	0	0	0	0	0	0	0
88	chr10:64751292-69806000	SBS18	1	0	1	0	0	0	0	0	0	0
89	chr10:64751292-69806000	SBS3	1	0	16	0	0	0	0	0	0	0
90	chr10:69806001-71051065	SBS1	2	0	2	0	0	0	0	0	0	0
91	chr10:69806001-71051065	SBS3	2	0	3	0	3	0	0	0	0	0
92	chr10:71051136-84375683	SBS1	2	0	1	0	2	0	0	0	0	0
93	chr10:71051136-84375683	SBS100	2	0	1	0	0	0	0	0	0	0
94	chr10:71051136-84375683	SBS18	2	0	3	0	1	0	0	0	0	0
95	chr10:71051136-84375683	SBS3	2	0	16	0	10	0	0	0	0	0
96	chr10:71051136-84375683	SBS8	2	0	0	0	1	0	0	0	0	0
97	chr10:7994882-10929494	SBS1	2	1	0	0	1	0	0	0	0	0
98	chr10:7994882-10929494	SBS100	2	1	0	0	1	0	0	0	0	0
99	chr10:7994882-10929494	SBS18	2	1	0	0	1	0	0	0	0	0
100	chr10:7994882-10929494	SBS3	2	1	6	0	6	0	0	0	0	0
101	chr10:84375721-87930750	SBS1	2	0	1	0	0	0	0	0	0	0
102	chr10:84375721-87930750	SBS3	2	0	5	0	5	0	0	0	0	0
103	chr10:87935694-92316539	SBS18	2	0	1	0	0	0	0	0	0	0
104	chr10:87935694-92316539	SBS3	2	0	1	0	6	0	0	0	0	0
105	chr10:92316577-109220086	SBS1	2	0	5	0	2	0	0	0	0	0
106	chr10:92316577-109220086	SBS100	2	0	2	0	0	0	0	0	0	0
107	chr10:92316577-109220086	SBS18	2	0	0	0	2	0	0	0	0	0
108	chr10:92316577-109220086	SBS3	2	0	21	0	13	0	0	0	0	0
109	chr10:92316577-109220086	SBS8	2	0	1	0	3	0	0	0	0	0
110	chr11:1-810028	SBS1	1	0	2	0	0	0	0	0	0	0
111	chr11:10128891-10188413	SBS3	2	1	0	0	1	0	0	0	0	0
112	chr11:10193277-14103429	SBS100	2	1	1	0	2	0	0	0	0	0
113	chr11:10193277-14103429	SBS18	2	1	1	0	1	0	0	0	0	0
114	chr11:10193277-14103429	SBS3	2	1	7	0	6	0	0	0	0	0
115	chr11:103880367-106151540	SBS18	2	2	1	0	2	0	0	0	0	0
116	chr11:103880367-106151540	SBS3	2	2	4	0	7	0	0	0	0	0
117	chr11:106151541-109370278	SBS3	2	0	4	0	2	0	0	0	0	0
118	chr11:109370279-109700477	SBS3	2	2	1	0	2	0	0	0	0	0
119	chr11:109703839-110844715	SBS18	2	2	0	0	1	0	0	0	0	0
120	chr11:109703839-110844715	SBS3	2	2	0	0	3	0	0	0	0	0
121	chr11:109703839-110844715	SBS8	2	2	0	0	1	0	0	0	0	0
122	chr11:110847757-112130039	SBS1	2	2	0	0	1	0	0	0	0	0
123	chr11:110847757-112130039	SBS18	2	2	0	0	1	0	0	0	0	0
124	chr11:110847757-112130039	SBS3	2	2	1	0	0	0	0	0	0	0
125	chr11:112135568-112439668	SBS100	2	2	0	0	1	0	0	0	0	0
126	chr11:112135568-112439668	SBS3	2	2	0	0	1	0	0	0	0	0
127	chr11:112439703-118600859	SBS3	2	2	4	0	12	0	0	0	0	0
128	chr11:112439703-118600859	SBS8	2	2	0	0	1	0	0	0	0	0
129	chr11:118771523-124851525	SBS1	3	0	0	2	0	0	0	0	0	0
130	chr11:118771523-124851525	SBS100	3	0	1	0	0	0	0	0	0	0
131	chr11:118771523-124851525	SBS18	3	0	0	3	0	0	0	0	0	0
132	chr11:118771523-124851525	SBS3	3	0	7	6	1	0	0	0	0	0
133	chr11:118771523-124851525	SBS8	3	0	0	3	0	0	0	0	0	0
134	chr11:1240666-1994000	SBS1	2	1	0	0	2	0	0	0	0	0
135	chr11:1240666-1994000	SBS3	2	1	4	0	4	0	0	0	0	0
136	chr11:124866241-131934389	SBS1	4	0	2	0	0	2	0	0	0	0
137	chr11:124866241-131934389	SBS18	4	0	0	0	0	4	0	0	0	0
138	chr11:124866241-131934389	SBS3	4	0	9	1	0	3	0	0	0	0
139	chr11:124866241-131934389	SBS8	4	0	0	0	0	2	0	0	0	0
140	chr11:131935700-135086622	SBS1	4	0	0	0	0	2	0	0	0	0
141	chr11:131935700-135086622	SBS18	4	0	0	0	0	1	0	0	0	0
142	chr11:131935700-135086622	SBS3	4	0	6	0	1	6	0	0	0	0
143	chr11:131935700-135086622	SBS8	4	0	0	0	0	2	0	0	0	0
144	chr11:14109177-18695339	SBS18	2	1	0	0	1	0	0	0	0	0
145	chr11:14109177-18695339	SBS3	2	1	7	0	9	0	0	0	0	0
146	chr11:14109177-18695339	SBS8	2	1	1	0	0	0	0	0	0	0
147	chr11:18697079-21053300	SBS1	2	1	0	0	1	0	0	0	0	0
148	chr11:18697079-21053300	SBS18	2	1	1	0	0	0	0	0	0	0
149	chr11:18697079-21053300	SBS3	2	1	6	0	3	0	0	0	0	0
150	chr11:18697079-21053300	SBS8	2	1	1	0	0	0	0	0	0	0
151	chr11:1994001-2086500	SBS100	2	2	0	0	1	0	0	0	0	0
152	chr11:2086501-4924408	SBS100	2	1	2	0	0	0	0	0	0	0
153	chr11:2086501-4924408	SBS18	2	1	1	0	1	0	0	0	0	0
154	chr11:2086501-4924408	SBS3	2	1	4	0	3	0	0	0	0	0
155	chr11:21060275-24911484	SBS1	2	1	2	0	1	0	0	0	0	0
