	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N7	N5	N6	N8
0	chr10:1-1148000	SBS13	1	0	1	0	0	0	0	0	0	0
1	chr10:1-1148000	SBS3	1	0	5	0	0	0	0	0	0	0
2	chr10:1-1148000	SBS5	1	0	4	0	0	0	0	0	0	0
3	chr10:1-1148000	SBS8	1	0	1	0	0	0	0	0	0	0
4	chr10:10134221-10814198	SBS3	2	1	1	0	0	0	0	0	0	0
5	chr10:10134221-10814198	SBS5	2	1	1	0	0	0	0	0	0	0
6	chr10:10134221-10814198	SBS8	2	1	0	2	0	0	0	0	0	0
7	chr10:103400230-104682000	SBS3	3	0	0	0	2	0	0	0	0	0
8	chr10:104682001-106089318	SBS13	3	0	1	0	0	0	0	0	0	0
9	chr10:104682001-106089318	SBS3	3	0	0	0	1	0	0	0	0	0
10	chr10:104682001-106089318	SBS5	3	0	0	0	1	0	0	0	0	0
11	chr10:104682001-106089318	SBS8	3	0	1	0	1	0	0	0	0	0
12	chr10:106089383-109844000	SBS3	3	0	3	0	0	0	0	0	0	0
13	chr10:106089383-109844000	SBS5	3	0	1	0	3	0	0	0	0	0
14	chr10:106089383-109844000	SBS8	3	0	0	0	4	0	0	0	0	0
15	chr10:10814267-14428295	SBS100	2	1	0	1	0	0	0	0	0	0
16	chr10:10814267-14428295	SBS3	2	1	2	1	0	0	0	0	0	0
17	chr10:10814267-14428295	SBS5	2	1	2	1	0	0	0	0	0	0
18	chr10:10814267-14428295	SBS8	2	1	1	2	0	0	0	0	0	0
19	chr10:109844001-112990221	SBS100	3	0	0	0	2	0	0	0	0	0
20	chr10:109844001-112990221	SBS13	3	0	0	0	1	0	0	0	0	0
21	chr10:109844001-112990221	SBS3	3	0	2	0	1	0	0	0	0	0
22	chr10:109844001-112990221	SBS5	3	0	3	0	2	0	0	0	0	0
23	chr10:109844001-112990221	SBS8	3	0	1	1	1	0	0	0	0	0
24	chr10:113187237-115484000	SBS3	3	0	1	0	2	0	0	0	0	0
25	chr10:113187237-115484000	SBS5	3	0	1	0	1	0	0	0	0	0
26	chr10:1148001-2938000	SBS3	1	0	2	0	0	0	0	0	0	0
27	chr10:1148001-2938000	SBS5	1	0	1	0	0	0	0	0	0	0
28	chr10:1148001-2938000	SBS8	1	0	5	0	0	0	0	0	0	0
29	chr10:115484001-119629832	SBS3	2	0	2	0	0	0	0	0	0	0
30	chr10:115484001-119629832	SBS5	2	0	3	0	0	0	0	0	0	0
31	chr10:115484001-119629832	SBS8	2	0	2	2	0	0	0	0	0	0
32	chr10:119651501-124785051	SBS13	2	0	1	0	0	0	0	0	0	0
33	chr10:119651501-124785051	SBS3	2	0	1	1	0	0	0	0	0	0
34	chr10:119651501-124785051	SBS5	2	0	0	3	0	0	0	0	0	0
35	chr10:119651501-124785051	SBS8	2	0	2	0	0	0	0	0	0	0
36	chr10:124797503-127564957	SBS13	2	0	0	1	0	0	0	0	0	0
37	chr10:124797503-127564957	SBS3	2	0	1	0	0	0	0	0	0	0
38	chr10:124797503-127564957	SBS5	2	0	3	1	0	0	0	0	0	0
39	chr10:124797503-127564957	SBS8	2	0	3	1	0	0	0	0	0	0
40	chr10:127577460-129758973	SBS1	2	0	0	1	0	0	0	0	0	0
41	chr10:127577460-129758973	SBS3	2	0	0	1	0	0	0	0	0	0
42	chr10:127577460-129758973	SBS5	2	0	1	1	0	0	0	0	0	0
43	chr10:127577460-129758973	SBS8	2	0	3	0	0	0	0	0	0	0
44	chr10:129759023-131863000	SBS13	2	0	1	0	0	0	0	0	0	0
45	chr10:129759023-131863000	SBS3	2	0	0	1	0	0	0	0	0	0
46	chr10:129759023-131863000	SBS5	2	0	0	1	0	0	0	0	0	0
47	chr10:129759023-131863000	SBS8	2	0	1	3	0	0	0	0	0	0
48	chr10:131863001-133797422	SBS1	3	0	0	0	1	0	0	0	0	0
49	chr10:131863001-133797422	SBS13	3	0	1	0	0	0	0	0	0	0
50	chr10:131863001-133797422	SBS5	3	0	2	1	0	0	0	0	0	0
51	chr10:131863001-133797422	SBS8	3	0	2	0	3	0	0	0	0	0
52	chr10:14428381-15065335	SBS1	2	1	1	0	0	0	0	0	0	0
53	chr10:14428381-15065335	SBS13	2	1	0	1	0	0	0	0	0	0
54	chr10:14428381-15065335	SBS5	2	1	1	0	0	0	0	0	0	0
55	chr10:15141598-16776000	SBS3	2	1	3	0	0	0	0	0	0	0
56	chr10:15141598-16776000	SBS5	2	1	0	1	0	0	0	0	0	0
57	chr10:15141598-16776000	SBS8	2	1	1	2	0	0	0	0	0	0
58	chr10:16776001-17477000	SBS13	2	1	0	1	0	0	0	0	0	0
59	chr10:16776001-17477000	SBS8	2	1	1	1	0	0	0	0	0	0
60	chr10:17477001-19008478	SBS3	2	1	1	0	0	0	0	0	0	0
61	chr10:17477001-19008478	SBS8	2	1	0	3	0	0	0	0	0	0
62	chr10:19008520-24171852	SBS1	2	1	0	1	0	0	0	0	0	0
63	chr10:19008520-24171852	SBS13	2	1	0	1	0	0	0	0	0	0
64	chr10:19008520-24171852	SBS3	2	1	3	2	0	0	0	0	0	0
65	chr10:19008520-24171852	SBS5	2	1	0	2	0	0	0	0	0	0
66	chr10:19008520-24171852	SBS8	2	1	2	4	0	0	0	0	0	0
67	chr10:24181447-28886281	SBS1	2	1	1	0	0	0	0	0	0	0
68	chr10:24181447-28886281	SBS100	2	1	0	1	0	0	0	0	0	0
69	chr10:24181447-28886281	SBS13	2	1	2	1	0	0	0	0	0	0
70	chr10:24181447-28886281	SBS3	2	1	4	1	0	0	0	0	0	0
71	chr10:24181447-28886281	SBS5	2	1	7	3	0	0	0	0	0	0
72	chr10:24181447-28886281	SBS8	2	1	5	1	0	0	0	0	0	0
73	chr10:29026083-29999649	SBS3	2	1	0	1	0	0	0	0	0	0
74	chr10:29026083-29999649	SBS8	2	1	0	1	0	0	0	0	0	0
75	chr10:2938001-3556020	SBS3	1	0	1	0	0	0	0	0	0	0
76	chr10:29999705-36870000	SBS100	2	1	1	0	0	0	0	0	0	0
77	chr10:29999705-36870000	SBS13	2	1	1	1	0	0	0	0	0	0
78	chr10:29999705-36870000	SBS3	2	1	6	6	0	0	0	0	0	0
79	chr10:29999705-36870000	SBS5	2	1	1	4	0	0	0	0	0	0
80	chr10:29999705-36870000	SBS8	2	1	3	7	0	0	0	0	0	0
81	chr10:3556021-6757324	SBS100	2	1	2	0	0	0	0	0	0	0
82	chr10:3556021-6757324	SBS3	2	1	2	2	0	0	0	0	0	0
83	chr10:3556021-6757324	SBS5	2	1	0	2	0	0	0	0	0	0
84	chr10:3556021-6757324	SBS8	2	1	1	3	0	0	0	0	0	0
85	chr10:36870001-38267000	SBS13	2	1	1	0	0	0	0	0	0	0
86	chr10:36870001-38267000	SBS8	2	1	1	0	0	0	0	0	0	0
87	chr10:38267001-40640101	SBS1	2	1	1	0	0	0	0	0	0	0
88	chr10:38267001-40640101	SBS100	2	1	3	1	0	0	0	0	0	0
89	chr10:38267001-40640101	SBS3	2	1	4	1	0	0	0	0	0	0
90	chr10:38267001-40640101	SBS5	2	1	2	0	0	0	0	0	0	0
91	chr10:38267001-40640101	SBS8	2	1	4	0	0	0	0	0	0	0
92	chr10:40640102-43551058	SBS3	2	1	2	4	0	0	0	0	0	0
93	chr10:40640102-43551058	SBS5	2	1	1	5	0	0	0	0	0	0
94	chr10:40640102-43551058	SBS8	2	1	1	1	0	0	0	0	0	0
95	chr10:43558823-51887219	SBS1	2	1	1	0	0	0	0	0	0	0
96	chr10:43558823-51887219	SBS13	2	1	0	3	0	0	0	0	0	0
97	chr10:43558823-51887219	SBS3	2	1	3	4	0	0	0	0	0	0
98	chr10:43558823-51887219	SBS5	2	1	8	2	0	0	0	0	0	0
99	chr10:43558823-51887219	SBS8	2	1	0	8	0	0	0	0	0	0
100	chr10:51900504-54438014	SBS100	2	1	1	0	0	0	0	0	0	0
101	chr10:51900504-54438014	SBS3	2	1	2	1	0	0	0	0	0	0
102	chr10:51900504-54438014	SBS5	2	1	2	4	0	0	0	0	0	0
103	chr10:51900504-54438014	SBS8	2	1	1	1	0	0	0	0	0	0
104	chr10:54438665-55434000	SBS3	2	1	0	1	0	0	0	0	0	0
105	chr10:54438665-55434000	SBS8	2	1	1	0	0	0	0	0	0	0
106	chr10:55434001-58173000	SBS13	3	1	0	1	2	0	0	0	0	0
107	chr10:55434001-58173000	SBS3	3	1	0	2	0	0	0	0	0	0
108	chr10:55434001-58173000	SBS5	3	1	1	1	1	0	0	0	0	0
109	chr10:55434001-58173000	SBS8	3	1	0	0	3	0	0	0	0	0
110	chr10:58173001-61789417	SBS1	3	1	2	0	0	0	0	0	0	0
111	chr10:58173001-61789417	SBS100	3	1	1	0	0	0	0	0	0	0
112	chr10:58173001-61789417	SBS3	3	1	2	3	1	0	0	0	0	0
113	chr10:58173001-61789417	SBS5	3	1	2	1	2	0	0	0	0	0
114	chr10:58173001-61789417	SBS8	3	1	1	2	1	0	0	0	0	0
115	chr10:61789458-64043936	SBS3	3	1	2	0	0	0	0	0	0	0
116	chr10:61789458-64043936	SBS8	3	1	1	0	1	0	0	0	0	0
117	chr10:64055636-67045151	SBS1	3	1	0	1	0	0	0	0	0	0
118	chr10:64055636-67045151	SBS5	3	1	1	1	1	0	0	0	0	0
119	chr10:64055636-67045151	SBS8	3	1	1	2	4	0	0	0	0	0
120	chr10:67048822-70034527	SBS13	3	1	1	0	1	0	0	0	0	0
121	chr10:67048822-70034527	SBS3	3	1	0	3	0	0	0	0	0	0
122	chr10:67048822-70034527	SBS5	3	1	1	0	0	0	0	0	0	0
123	chr10:67048822-70034527	SBS8	3	1	1	2	3	0	0	0	0	0
124	chr10:6758728-9536696	SBS1	2	1	0	2	0	0	0	0	0	0
125	chr10:6758728-9536696	SBS100	2	1	1	0	0	0	0	0	0	0
126	chr10:6758728-9536696	SBS3	2	1	1	3	0	0	0	0	0	0
127	chr10:6758728-9536696	SBS5	2	1	2	3	0	0	0	0	0	0
128	chr10:6758728-9536696	SBS8	2	1	1	3	0	0	0	0	0	0
129	chr10:70034528-70040832	SBS8	2	2	1	0	0	0	0	0	0	0
130	chr10:70040833-72222785	SBS3	3	1	0	1	1	0	0	0	0	0
131	chr10:70040833-72222785	SBS5	3	1	1	1	0	0	0	0	0	0
132	chr10:70040833-72222785	SBS8	3	1	0	1	1	0	0	0	0	0
133	chr10:72307171-73312636	SBS3	3	1	0	0	1	0	0	0	0	0
134	chr10:73312680-80559000	SBS13	3	1	2	0	0	0	0	0	0	0
135	chr10:73312680-80559000	SBS3	3	1	5	5	2	0	0	0	0	0
136	chr10:73312680-80559000	SBS5	3	1	8	5	3	0	0	0	0	0
137	chr10:73312680-80559000	SBS8	3	1	2	1	2	0	0	0	0	0
138	chr10:80559001-82572940	SBS3	3	1	1	1	1	0	0	0	0	0
139	chr10:80559001-82572940	SBS5	3	1	0	1	0	0	0	0	0	0
140	chr10:80559001-82572940	SBS8	3	1	1	1	2	0	0	0	0	0
141	chr10:82576811-83901730	SBS3	3	1	0	1	0	0	0	0	0	0
142	chr10:82576811-83901730	SBS5	3	1	0	1	0	0	0	0	0	0
143	chr10:82576811-83901730	SBS8	3	1	0	1	1	0	0	0	0	0
144	chr10:84544001-86359000	SBS3	3	0	0	0	2	0	0	0	0	0
145	chr10:84544001-86359000	SBS5	3	0	1	0	1	0	0	0	0	0
146	chr10:84544001-86359000	SBS8	3	0	0	0	2	0	0	0	0	0
147	chr10:87894458-87912718	SBS5	6	1	0	0	1	0	0	0	0	0
148	chr10:87912719-89816428	SBS100	3	0	1	0	0	0	0	0	0	0
149	chr10:87912719-89816428	SBS3	3	0	1	0	0	0	0	0	0	0
150	chr10:87912719-89816428	SBS5	3	0	0	0	1	0	0	0	0	0
151	chr10:89816429-94610000	SBS1	3	0	0	0	1	0	0	0	0	0
152	chr10:89816429-94610000	SBS13	3	0	1	0	0	0	0	0	0	0
153	chr10:89816429-94610000	SBS3	3	0	3	1	0	0	0	0	0	0
154	chr10:89816429-94610000	SBS5	3	0	5	0	0	0	0	0	0	0
155	chr10:89816429-94610000	SBS8	3	0	1	1	0	0	0	0	0	0
156	chr10:94610001-95039000	SBS3	3	0	0	0	1	0	0	0	0	0
157	chr10:94610001-95039000	SBS5	3	0	1	0	0	0	0	0	0	0
158	chr10:95039001-103400195	SBS1	3	0	1	0	0	0	0	0	0	0
159	chr10:95039001-103400195	SBS100	3	0	2	1	0	0	0	0	0	0
160	chr10:95039001-103400195	SBS13	3	0	0	1	0	0	0	0	0	0
161	chr10:95039001-103400195	SBS3	3	0	3	1	2	0	0	0	0	0
162	chr10:95039001-103400195	SBS5	3	0	6	0	0	0	0	0	0	0
163	chr10:95039001-103400195	SBS8	3	0	7	0	12	0	0	0	0	0
164	chr10:9536715-10125293	SBS8	2	1	1	2	0	0	0	0	0	0
165	chr11:1-9747685	SBS1	1	0	6	0	0	0	0	0	0	0
166	chr11:1-9747685	SBS13	1	0	1	0	0	0	0	0	0	0
167	chr11:1-9747685	SBS3	1	0	10	0	0	0	0	0	0	0
168	chr11:1-9747685	SBS5	1	0	14	0	0	0	0	0	0	0
169	chr11:1-9747685	SBS8	1	0	4	0	0	0	0	0	0	0
170	chr11:101856550-105793028	SBS13	2	1	1	0	0	0	0	0	0	0
171	chr11:101856550-105793028	SBS3	2	1	2	2	0	0	0	0	0	0
172	chr11:101856550-105793028	SBS5	2	1	3	2	0	0	0	0	0	0
173	chr11:101856550-105793028	SBS8	2	1	1	3	0	0	0	0	0	0
174	chr11:105793349-111437676	SBS1	2	1	1	1	0	0	0	0	0	0
175	chr11:105793349-111437676	SBS100	2	1	0	1	0	0	0	0	0	0
176	chr11:105793349-111437676	SBS13	2	1	0	1	0	0	0	0	0	0
177	chr11:105793349-111437676	SBS3	2	1	1	1	0	0	0	0	0	0
178	chr11:105793349-111437676	SBS5	2	1	3	0	0	0	0	0	0	0
179	chr11:105793349-111437676	SBS8	2	1	1	3	0	0	0	0	0	0
180	chr11:10868557-12125000	SBS3	1	1	3	0	0	0	0	0	0	0
181	chr11:10868557-12125000	SBS5	1	1	2	0	0	0	0	0	0	0
182	chr11:111444425-112585540	SBS3	2	1	3	0	0	0	0	0	0	0
183	chr11:111444425-112585540	SBS5	2	1	0	1	0	0	0	0	0	0
184	chr11:111444425-112585540	SBS8	2	1	0	1	0	0	0	0	0	0
185	chr11:112585541-122226159	SBS1	2	0	2	1	0	0	0	0	0	0
186	chr11:112585541-122226159	SBS3	2	0	4	4	0	0	0	0	0	0
187	chr11:112585541-122226159	SBS5	2	0	3	3	0	0	0	0	0	0
188	chr11:112585541-122226159	SBS8	2	0	1	4	0	0	0	0	0	0
189	chr11:12125001-14240047	SBS100	2	1	0	1	0	0	0	0	0	0
190	chr11:12125001-14240047	SBS3	2	1	0	2	0	0	0	0	0	0
191	chr11:12125001-14240047	SBS5	2	1	1	2	0	0	0	0	0	0
192	chr11:12125001-14240047	SBS8	2	1	0	5	0	0	0	0	0	0
193	chr11:122451727-123085151	SBS3	3	0	1	0	0	0	0	0	0	0
194	chr11:122451727-123085151	SBS5	3	0	1	0	0	0	0	0	0	0
195	chr11:122451727-123085151	SBS8	3	0	1	0	0	0	0	0	0	0
196	chr11:123085211-126394847	SBS3	3	0	0	1	3	0	0	0	0	0
197	chr11:123085211-126394847	SBS5	3	0	3	1	0	0	0	0	0	0
198	chr11:123085211-126394847	SBS8	3	0	0	1	2	0	0	0	0	0
199	chr11:126394848-127188409	SBS5	3	0	0	1	0	0	0	0	0	0
200	chr11:127199166-127918000	SBS1	3	0	0	0	1	0	0	0	0	0
201	chr11:127199166-127918000	SBS8	3	0	0	0	1	0	0	0	0	0
202	chr11:127918001-128841377	SBS100	4	0	0	0	0	1	0	0	0	0
203	chr11:127918001-128841377	SBS5	4	0	0	2	0	0	0	0	0	0
204	chr11:127918001-128841377	SBS8	4	0	0	1	0	0	0	0	0	0
205	chr11:128841481-131098000	SBS3	4	0	0	2	0	0	0	0	0	0
206	chr11:128841481-131098000	SBS5	4	0	0	0	0	1	0	0	0	0
207	chr11:128841481-131098000	SBS8	4	0	0	0	0	3	0	0	0	0
208	chr11:131098001-135086622	SBS1	3	0	1	0	0	0	0	0	0	0
209	chr11:131098001-135086622	SBS13	3	0	0	0	1	0	0	0	0	0
210	chr11:131098001-135086622	SBS3	3	0	1	1	2	0	0	0	0	0
211	chr11:131098001-135086622	SBS5	3	0	3	1	0	0	0	0	0	0
212	chr11:131098001-135086622	SBS8	3	0	5	0	5	0	0	0	0	0
213	chr11:14242756-14621000	SBS5	2	1	1	0	0	0	0	0	0	0
214	chr11:14621001-18507167	SBS100	1	0	1	0	0	0	0	0	0	0
215	chr11:14621001-18507167	SBS5	1	0	3	0	0	0	0	0	0	0
216	chr11:14621001-18507167	SBS8	1	0	1	0	0	0	0	0	0	0
217	chr11:18507168-20514876	SBS1	2	1	0	1	0	0	0	0	0	0
218	chr11:18507168-20514876	SBS100	2	1	1	0	0	0	0	0	0	0
219	chr11:18507168-20514876	SBS3	2	1	2	1	0	0	0	0	0	0
220	chr11:18507168-20514876	SBS5	2	1	3	0	0	0	0	0	0	0
221	chr11:18507168-20514876	SBS8	2	1	0	1	0	0	0	0	0	0
222	chr11:20514923-22291108	SBS100	2	1	0	1	0	0	0	0	0	0
223	chr11:20514923-22291108	SBS13	2	1	0	1	0	0	0	0	0	0
224	chr11:20514923-22291108	SBS3	2	1	0	1	0	0	0	0	0	0
225	chr11:20514923-22291108	SBS8	2	1	2	3	0	0	0	0	0	0
226	chr11:22291802-32889000	SBS1	2	1	1	3	0	0	0	0	0	0
227	chr11:22291802-32889000	SBS13	2	1	1	2	0	0	0	0	0	0
228	chr11:22291802-32889000	SBS3	2	1	6	3	0	0	0	0	0	0
229	chr11:22291802-32889000	SBS5	2	1	5	4	0	0	0	0	0	0
230	chr11:22291802-32889000	SBS8	2	1	12	11	0	0	0	0	0	0
231	chr11:32889001-36698553	SBS100	2	1	1	0	0	0	0	0	0	0
232	chr11:32889001-36698553	SBS3	2	1	1	1	0	0	0	0	0	0
233	chr11:32889001-36698553	SBS5	2	1	1	1	0	0	0	0	0	0
234	chr11:32889001-36698553	SBS8	2	1	1	1	0	0	0	0	0	0
235	chr11:36698554-38589500	SBS13	3	1	0	0	1	0	0	0	0	0
236	chr11:36698554-38589500	SBS3	3	1	2	0	0	0	0	0	0	0
237	chr11:36698554-38589500	SBS5	3	1	0	1	2	0	0	0	0	0
238	chr11:36698554-38589500	SBS8	3	1	0	1	2	0	0	0	0	0
239	chr11:38589501-43311000	SBS1	2	1	1	2	0	0	0	0	0	0
240	chr11:38589501-43311000	SBS13	2	1	2	1	0	0	0	0	0	0
241	chr11:38589501-43311000	SBS3	2	1	7	5	0	0	0	0	0	0
242	chr11:38589501-43311000	SBS5	2	1	6	4	0	0	0	0	0	0
243	chr11:38589501-43311000	SBS8	2	1	6	8	0	0	0	0	0	0
244	chr11:43311001-43510380	SBS13	2	1	1	0	0	0	0	0	0	0
245	chr11:43536881-45132000	SBS13	2	1	1	0	0	0	0	0	0	0
246	chr11:43536881-45132000	SBS3	2	1	2	0	0	0	0	0	0	0
247	chr11:43536881-45132000	SBS5	2	1	2	1	0	0	0	0	0	0
248	chr11:43536881-45132000	SBS8	2	1	2	2	0	0	0	0	0	0
249	chr11:45132001-45408000	SBS5	3	1	0	0	1	0	0	0	0	0
250	chr11:45132001-45408000	SBS8	3	1	0	0	1	0	0	0	0	0
251	chr11:45444326-48170000	SBS3	2	0	2	2	0	0	0	0	0	0
252	chr11:45444326-48170000	SBS5	2	0	2	0	0	0	0	0	0	0
253	chr11:45444326-48170000	SBS8	2	0	1	0	0	0	0	0	0	0
254	chr11:48562430-52751710	SBS1	1	0	1	0	0	0	0	0	0	0
255	chr11:48562430-52751710	SBS13	1	0	1	0	0	0	0	0	0	0
256	chr11:48562430-52751710	SBS3	1	0	6	0	0	0	0	0	0	0
257	chr11:48562430-52751710	SBS5	1	0	12	0	0	0	0	0	0	0
258	chr11:48562430-52751710	SBS8	1	0	5	0	0	0	0	0	0	0
259	chr11:52751711-55190000	SBS1	2	1	1	0	0	0	0	0	0	0
260	chr11:52751711-55190000	SBS3	2	1	3	0	0	0	0	0	0	0
261	chr11:52751711-55190000	SBS5	2	1	2	0	0	0	0	0	0	0
262	chr11:52751711-55190000	SBS8	2	1	3	0	0	0	0	0	0	0
263	chr11:55190001-57229000	SBS1	2	1	2	0	0	0	0	0	0	0
264	chr11:55190001-57229000	SBS100	2	1	0	1	0	0	0	0	0	0
265	chr11:55190001-57229000	SBS13	2	1	1	0	0	0	0	0	0	0
266	chr11:55190001-57229000	SBS3	2	1	4	2	0	0	0	0	0	0
267	chr11:55190001-57229000	SBS5	2	1	3	2	0	0	0	0	0	0
268	chr11:55190001-57229000	SBS8	2	1	6	3	0	0	0	0	0	0
269	chr11:57229001-74118308	SBS1	2	1	1	1	0	0	0	0	0	0
270	chr11:57229001-74118308	SBS100	2	1	3	1	0	0	0	0	0	0
271	chr11:57229001-74118308	SBS13	2	1	1	1	0	0	0	0	0	0
272	chr11:57229001-74118308	SBS3	2	1	7	10	0	0	0	0	0	0
273	chr11:57229001-74118308	SBS5	2	1	10	6	0	0	0	0	0	0
274	chr11:57229001-74118308	SBS8	2	1	11	8	0	0	0	0	0	0
275	chr11:74118309-74139152	SBS3	2	2	0	1	0	0	0	0	0	0
276	chr11:74118309-74139152	SBS5	2	2	1	0	0	0	0	0	0	0
277	chr11:74139153-78013556	SBS1	2	1	2	0	0	0	0	0	0	0
278	chr11:74139153-78013556	SBS13	2	1	1	0	0	0	0	0	0	0
279	chr11:74139153-78013556	SBS3	2	1	1	1	0	0	0	0	0	0
280	chr11:74139153-78013556	SBS5	2	1	3	0	0	0	0	0	0	0
281	chr11:74139153-78013556	SBS8	2	1	1	1	0	0	0	0	0	0
282	chr11:78025202-79506000	SBS1	2	1	0	1	0	0	0	0	0	0
283	chr11:78025202-79506000	SBS5	2	1	2	2	0	0	0	0	0	0
284	chr11:78025202-79506000	SBS8	2	1	0	2	0	0	0	0	0	0
285	chr11:79506001-80866091	SBS100	2	1	0	1	0	0	0	0	0	0
286	chr11:79506001-80866091	SBS5	2	1	2	0	0	0	0	0	0	0
287	chr11:79506001-80866091	SBS8	2	1	0	2	0	0	0	0	0	0
288	chr11:80868564-82892965	SBS1	2	1	1	0	0	0	0	0	0	0
289	chr11:80868564-82892965	SBS13	2	1	1	0	0	0	0	0	0	0
290	chr11:80868564-82892965	SBS3	2	1	3	0	0	0	0	0	0	0
291	chr11:80868564-82892965	SBS5	2	1	2	2	0	0	0	0	0	0
292	chr11:80868564-82892965	SBS8	2	1	3	6	0	0	0	0	0	0
293	chr11:82893129-85586000	SBS100	2	1	1	0	0	0	0	0	0	0
294	chr11:82893129-85586000	SBS3	2	1	1	2	0	0	0	0	0	0
