	segment_id	sig_max	major_cn	minor_cn	N3	N2	N1	N4	N5	N6	N7	N8
0	chr10:1-1129000	SBS3	3	2	3	0	0	0	0	0	0	0
1	chr10:1-1129000	SBS5	3	2	1	0	0	0	0	0	0	0
2	chr10:10048001-11054000	SBS3	2	1	0	1	0	0	0	0	0	0
3	chr10:104677001-109850000	SBS3	2	0	0	5	3	0	0	0	0	0
4	chr10:11054001-15438000	SBS1	2	2	0	3	0	0	0	0	0	0
5	chr10:11054001-15438000	SBS3	2	2	0	9	0	0	0	0	0	0
6	chr10:11054001-15438000	SBS5	2	2	0	1	0	0	0	0	0	0
7	chr10:111034001-112352000	SBS3	2	0	0	2	0	0	0	0	0	0
8	chr10:112352001-114968000	SBS1	2	0	0	1	0	0	0	0	0	0
9	chr10:112352001-114968000	SBS3	2	0	0	1	0	0	0	0	0	0
10	chr10:112352001-114968000	SBS5	2	0	0	1	0	0	0	0	0	0
11	chr10:1129001-3031000	SBS13	3	1	2	0	0	0	0	0	0	0
12	chr10:1129001-3031000	SBS3	3	1	2	0	0	0	0	0	0	0
13	chr10:114968001-118672000	SBS13	2	0	0	1	0	0	0	0	0	0
14	chr10:114968001-118672000	SBS3	2	0	0	1	0	0	0	0	0	0
15	chr10:118672001-119944000	SBS3	2	0	0	3	0	0	0	0	0	0
16	chr10:118672001-119944000	SBS5	2	0	0	2	0	0	0	0	0	0
17	chr10:119944001-130268000	SBS3	2	0	0	2	3	0	0	0	0	0
18	chr10:119944001-130268000	SBS5	2	0	0	2	0	0	0	0	0	0
19	chr10:130268001-131846000	SBS1	2	0	0	1	1	0	0	0	0	0
20	chr10:130268001-131846000	SBS3	2	0	0	1	0	0	0	0	0	0
21	chr10:131846001-133797422	SBS3	2	0	0	1	3	0	0	0	0	0
22	chr10:131846001-133797422	SBS5	2	0	0	0	2	0	0	0	0	0
23	chr10:15438001-16692000	SBS1	2	1	0	1	0	0	0	0	0	0
24	chr10:16692001-17806000	SBS3	2	2	0	1	0	0	0	0	0	0
25	chr10:17806001-21488000	SBS3	2	1	0	4	0	0	0	0	0	0
26	chr10:23103001-26664000	SBS3	2	1	0	4	1	0	0	0	0	0
27	chr10:26664001-33354000	SBS3	2	0	0	2	2	0	0	0	0	0
28	chr10:26664001-33354000	SBS5	2	0	0	0	4	0	0	0	0	0
29	chr10:3031001-8529000	SBS1	3	2	1	1	0	0	0	0	0	0
30	chr10:3031001-8529000	SBS13	3	2	1	0	0	0	0	0	0	0
31	chr10:3031001-8529000	SBS3	3	2	5	1	0	0	0	0	0	0
32	chr10:35528001-38529000	SBS3	2	0	0	1	0	0	0	0	0	0
33	chr10:38579001-40640101	SBS3	1	0	0	0	8	0	0	0	0	0
34	chr10:38579001-40640101	SBS5	1	0	0	0	1	0	0	0	0	0
35	chr10:40640102-52256000	SBS1	2	0	0	3	0	0	0	0	0	0
36	chr10:40640102-52256000	SBS13	2	0	0	1	0	0	0	0	0	0
37	chr10:40640102-52256000	SBS3	2	0	0	7	8	0	0	0	0	0
38	chr10:40640102-52256000	SBS5	2	0	0	3	1	0	0	0	0	0
39	chr10:52256001-58099000	SBS1	1	0	0	0	2	0	0	0	0	0
40	chr10:52256001-58099000	SBS3	1	0	0	0	4	0	0	0	0	0
41	chr10:52256001-58099000	SBS5	1	0	0	0	3	0	0	0	0	0
42	chr10:63815001-67600000	SBS1	2	0	0	1	0	0	0	0	0	0
43	chr10:63815001-67600000	SBS13	2	0	0	1	0	0	0	0	0	0
44	chr10:63815001-67600000	SBS3	2	0	0	3	3	0	0	0	0	0
45	chr10:67600001-75310000	SBS1	2	0	0	1	0	0	0	0	0	0
46	chr10:67600001-75310000	SBS3	2	0	0	7	2	0	0	0	0	0
47	chr10:67600001-75310000	SBS5	2	0	0	2	1	0	0	0	0	0
48	chr10:75310001-80993000	SBS13	2	0	0	0	1	0	0	0	0	0
49	chr10:75310001-80993000	SBS3	2	0	0	6	4	0	0	0	0	0
50	chr10:75310001-80993000	SBS5	2	0	0	1	1	0	0	0	0	0
51	chr10:80993001-83997000	SBS3	1	0	0	0	3	0	0	0	0	0
52	chr10:83997001-84589000	SBS5	2	0	0	1	0	0	0	0	0	0
53	chr10:84589001-86325000	SBS3	2	0	0	2	0	0	0	0	0	0
54	chr10:8529001-10048000	SBS1	3	1	0	1	0	0	0	0	0	0
55	chr10:8529001-10048000	SBS5	3	1	1	0	0	0	0	0	0	0
56	chr10:86325001-89894000	SBS3	2	0	0	3	0	0	0	0	0	0
57	chr10:86325001-89894000	SBS5	2	0	0	1	0	0	0	0	0	0
58	chr10:89894001-90844000	SBS3	2	0	0	1	0	0	0	0	0	0
59	chr10:90844001-94617000	SBS1	2	0	0	1	0	0	0	0	0	0
60	chr10:90844001-94617000	SBS3	2	0	0	1	0	0	0	0	0	0
61	chr10:95139501-104677000	SBS1	2	0	0	1	0	0	0	0	0	0
62	chr10:95139501-104677000	SBS13	2	0	0	1	0	0	0	0	0	0
63	chr10:95139501-104677000	SBS3	2	0	0	3	4	0	0	0	0	0
64	chr10:95139501-104677000	SBS5	2	0	0	1	1	0	0	0	0	0
65	chr11:1-3343000	SBS3	2	0	0	4	1	0	0	0	0	0
66	chr11:1-3343000	SBS5	2	0	0	2	2	0	0	0	0	0
67	chr11:101885001-106198000	SBS3	2	1	0	3	0	0	0	0	0	0
68	chr11:106198001-107302000	SBS3	2	0	0	1	2	0	0	0	0	0
69	chr11:107302001-108938000	SBS3	2	1	0	3	0	0	0	0	0	0
70	chr11:107302001-108938000	SBS5	2	1	0	1	0	0	0	0	0	0
71	chr11:108938001-109931000	SBS3	2	1	0	1	0	0	0	0	0	0
72	chr11:108938001-109931000	SBS5	2	1	0	1	0	0	0	0	0	0
73	chr11:109931001-126727000	SBS1	2	1	0	2	0	0	0	0	0	0
74	chr11:109931001-126727000	SBS13	2	1	0	2	0	0	0	0	0	0
75	chr11:109931001-126727000	SBS3	2	1	0	11	6	0	0	0	0	0
76	chr11:109931001-126727000	SBS5	2	1	0	0	5	0	0	0	0	0
77	chr11:128025001-128902000	SBS3	2	2	0	1	0	0	0	0	0	0
78	chr11:128902001-130979000	SBS13	2	1	0	1	0	0	0	0	0	0
79	chr11:128902001-130979000	SBS3	2	1	0	4	0	0	0	0	0	0
80	chr11:128902001-130979000	SBS5	2	1	0	1	0	0	0	0	0	0
81	chr11:130979001-135086622	SBS1	2	1	0	1	0	0	0	0	0	0
82	chr11:130979001-135086622	SBS3	2	1	0	10	0	0	0	0	0	0
83	chr11:20638001-26773000	SBS1	1	1	0	0	2	0	0	0	0	0
84	chr11:20638001-26773000	SBS13	1	1	0	0	1	0	0	0	0	0
85	chr11:20638001-26773000	SBS3	1	1	0	0	8	0	0	0	0	0
86	chr11:20638001-26773000	SBS5	1	1	0	0	3	0	0	0	0	0
87	chr11:26773001-28991000	SBS3	2	1	0	3	0	0	0	0	0	0
88	chr11:28991001-30149000	SBS5	1	1	0	0	1	0	0	0	0	0
89	chr11:30149001-32779000	SBS1	2	1	0	1	0	0	0	0	0	0
90	chr11:30149001-32779000	SBS3	2	1	0	1	0	0	0	0	0	0
91	chr11:32779001-36750000	SBS3	2	1	0	2	0	0	0	0	0	0
92	chr11:3343001-4132000	SBS3	2	1	0	3	1	0	0	0	0	0
93	chr11:3343001-4132000	SBS5	2	1	0	1	1	0	0	0	0	0
94	chr11:36750001-43313000	SBS13	1	1	0	0	1	0	0	0	0	0
95	chr11:36750001-43313000	SBS3	1	1	0	0	5	0	0	0	0	0
96	chr11:4132001-20638000	SBS13	2	1	0	3	0	0	0	0	0	0
97	chr11:4132001-20638000	SBS3	2	1	0	10	3	0	0	0	0	0
98	chr11:4132001-20638000	SBS5	2	1	0	3	0	0	0	0	0	0
99	chr11:43313001-48334500	SBS3	2	1	0	5	0	0	0	0	0	0
100	chr11:43313001-48334500	SBS5	2	1	0	2	0	0	0	0	0	0
101	chr11:48334501-52751710	SBS3	1	1	0	0	5	0	0	0	0	0
102	chr11:48334501-52751710	SBS5	1	1	0	0	2	0	0	0	0	0
103	chr11:52751711-56708000	SBS3	1	1	0	0	4	0	0	0	0	0
104	chr11:52751711-56708000	SBS5	1	1	0	0	1	0	0	0	0	0
105	chr11:56708001-70372000	SBS1	2	1	0	6	1	0	0	0	0	0
106	chr11:56708001-70372000	SBS13	2	1	0	1	1	0	0	0	0	0
107	chr11:56708001-70372000	SBS3	2	1	0	11	3	0	0	0	0	0
108	chr11:56708001-70372000	SBS5	2	1	0	4	1	0	0	0	0	0
109	chr11:71402001-76862000	SBS3	2	1	0	5	0	0	0	0	0	0
110	chr11:71402001-76862000	SBS5	2	1	0	2	0	0	0	0	0	0
111	chr11:76862001-78645000	SBS3	2	1	0	1	3	0	0	0	0	0
