	segment_id	sig_max	major_cn	minor_cn	N1	N2	N3	N4	N5	N6	N7	N8	N11	N9	N10
0	chr10:1-1486000	SBS3	2	1	4	2	0	0	0	0	0	0	0	0	0
1	chr10:101739028-102696211	SBS3	2	1	2	1	0	0	0	0	0	0	0	0	0
2	chr10:101739028-102696211	SBS5	2	1	0	1	0	0	0	0	0	0	0	0	0
3	chr10:102696212-104540000	SBS100	3	1	0	1	0	0	0	0	0	0	0	0	0
4	chr10:102696212-104540000	SBS13	3	1	1	0	0	0	0	0	0	0	0	0	0
5	chr10:102696212-104540000	SBS3	3	1	0	4	0	0	0	0	0	0	0	0	0
6	chr10:104540001-109435565	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0
7	chr10:104540001-109435565	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
8	chr10:104540001-109435565	SBS3	2	1	7	14	0	0	0	0	0	0	0	0	0
9	chr10:104540001-109435565	SBS5	2	1	0	2	0	0	0	0	0	0	0	0	0
10	chr10:109436636-109852000	SBS3	2	1	0	2	0	0	0	0	0	0	0	0	0
11	chr10:109852001-110896763	SBS3	3	1	1	1	1	0	0	0	0	0	0	0	0
12	chr10:110896764-112957552	SBS3	2	1	3	2	0	0	0	0	0	0	0	0	0
13	chr10:112978934-113698631	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0
14	chr10:113736408-114522820	SBS3	2	1	1	3	0	0	0	0	0	0	0	0	0
15	chr10:114528048-118123304	SBS3	2	1	4	5	0	0	0	0	0	0	0	0	0
16	chr10:118125958-118408737	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
17	chr10:118685001-119767130	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
18	chr10:118685001-119767130	SBS3	2	1	0	1	0	0	0	0	0	0	0	0	0
19	chr10:119767131-124836418	SBS1	3	1	1	0	2	0	0	0	0	0	0	0	0
20	chr10:119767131-124836418	SBS100	3	1	0	0	1	0	0	0	0	0	0	0	0
21	chr10:119767131-124836418	SBS3	3	1	8	5	5	0	0	0	0	0	0	0	0
22	chr10:119767131-124836418	SBS5	3	1	2	0	0	0	0	0	0	0	0	0	0
23	chr10:124836419-126034000	SBS3	3	2	0	0	1	0	0	0	0	0	0	0	0
24	chr10:126034001-128599343	SBS1	3	2	0	0	1	0	0	0	0	0	0	0	0
25	chr10:126034001-128599343	SBS13	3	2	0	1	0	0	0	0	0	0	0	0	0
26	chr10:126034001-128599343	SBS3	3	2	3	2	4	0	0	0	0	0	0	0	0
27	chr10:128600454-129178789	SBS1	2	2	0	1	0	0	0	0	0	0	0	0	0
28	chr10:128600454-129178789	SBS3	2	2	0	1	0	0	0	0	0	0	0	0	0
29	chr10:129186079-129748388	SBS1	2	2	0	1	0	0	0	0	0	0	0	0	0
30	chr10:129750111-130242000	SBS3	2	2	0	3	0	0	0	0	0	0	0	0	0
31	chr10:130242001-131792000	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0
32	chr10:130242001-131792000	SBS3	2	1	6	6	0	0	0	0	0	0	0	0	0
33	chr10:131792001-132591766	SBS3	4	2	0	0	1	0	0	0	0	0	0	0	0
34	chr10:132595658-133797422	SBS1	4	2	0	0	0	1	0	0	0	0	0	0	0
35	chr10:132595658-133797422	SBS3	4	2	0	1	0	1	0	0	0	0	0	0	0
36	chr10:13729700-16139627	SBS3	2	1	4	3	0	0	0	0	0	0	0	0	0
37	chr10:1486001-2903000	SBS13	2	1	1	1	0	0	0	0	0	0	0	0	0
38	chr10:1486001-2903000	SBS3	2	1	2	2	0	0	0	0	0	0	0	0	0
39	chr10:1486001-2903000	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
40	chr10:16140954-19865387	SBS1	2	1	1	2	0	0	0	0	0	0	0	0	0
41	chr10:16140954-19865387	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0
42	chr10:16140954-19865387	SBS3	2	1	7	4	0	0	0	0	0	0	0	0	0
43	chr10:19867668-21185268	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0
44	chr10:19867668-21185268	SBS3	2	1	2	3	0	0	0	0	0	0	0	0	0
45	chr10:21189161-32513392	SBS100	2	1	1	1	0	0	0	0	0	0	0	0	0
46	chr10:21189161-32513392	SBS13	2	1	1	1	0	0	0	0	0	0	0	0	0
47	chr10:21189161-32513392	SBS3	2	1	14	12	0	0	0	0	0	0	0	0	0
48	chr10:21189161-32513392	SBS5	2	1	3	2	0	0	0	0	0	0	0	0	0
49	chr10:2903001-5588342	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0
50	chr10:2903001-5588342	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0
51	chr10:2903001-5588342	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0
52	chr10:2903001-5588342	SBS3	2	1	5	5	0	0	0	0	0	0	0	0	0
53	chr10:32515916-39196013	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
54	chr10:32515916-39196013	SBS3	2	1	9	8	0	0	0	0	0	0	0	0	0
55	chr10:32515916-39196013	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0
56	chr10:40640102-44573723	SBS3	3	2	5	2	8	0	0	0	0	0	0	0	0
57	chr10:40640102-44573723	SBS5	3	2	1	1	0	0	0	0	0	0	0	0	0
58	chr10:44580286-44908133	SBS3	2	2	0	1	0	0	0	0	0	0	0	0	0
59	chr10:44908171-46280819	SBS3	3	2	0	4	0	0	0	0	0	0	0	0	0
60	chr10:46280820-51490000	SBS3	2	1	11	8	0	0	0	0	0	0	0	0	0
61	chr10:46280820-51490000	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
62	chr10:51490001-58173000	SBS1	2	1	1	1	0	0	0	0	0	0	0	0	0
63	chr10:51490001-58173000	SBS13	2	1	1	2	0	0	0	0	0	0	0	0	0
64	chr10:51490001-58173000	SBS3	2	1	10	7	0	0	0	0	0	0	0	0	0
65	chr10:51490001-58173000	SBS5	2	1	1	2	0	0	0	0	0	0	0	0	0
66	chr10:5601433-8722999	SBS1	2	1	1	1	0	0	0	0	0	0	0	0	0
67	chr10:5601433-8722999	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0
68	chr10:5601433-8722999	SBS3	2	1	2	1	0	0	0	0	0	0	0	0	0
69	chr10:58173001-66623246	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0
70	chr10:58173001-66623246	SBS13	2	1	2	2	0	0	0	0	0	0	0	0	0
71	chr10:58173001-66623246	SBS3	2	1	12	10	0	0	0	0	0	0	0	0	0
72	chr10:66625068-67421375	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
73	chr10:66625068-67421375	SBS3	2	1	2	1	0	0	0	0	0	0	0	0	0
74	chr10:67421376-69270000	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0
75	chr10:67421376-69270000	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0
76	chr10:67421376-69270000	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0
77	chr10:69270001-75137842	SBS100	1	0	1	0	0	0	0	0	0	0	0	0	0
78	chr10:69270001-75137842	SBS3	1	0	7	0	0	0	0	0	0	0	0	0	0
79	chr10:75143935-87505500	SBS1	1	0	1	0	0	0	0	0	0	0	0	0	0
80	chr10:75143935-87505500	SBS13	1	0	1	0	0	0	0	0	0	0	0	0	0
81	chr10:75143935-87505500	SBS3	1	0	19	0	0	0	0	0	0	0	0	0	0
82	chr10:75143935-87505500	SBS5	1	0	2	0	0	0	0	0	0	0	0	0	0
83	chr10:8727188-9759323	SBS3	2	1	2	1	0	0	0	0	0	0	0	0	0
84	chr10:87505501-89708012	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0
85	chr10:87505501-89708012	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0
86	chr10:89710729-95819000	SBS1	1	1	2	0	0	0	0	0	0	0	0	0	0
87	chr10:89710729-95819000	SBS3	1	1	16	0	0	0	0	0	0	0	0	0	0
88	chr10:89710729-95819000	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0
89	chr10:95922001-98864162	SBS1	2	1	2	1	0	0	0	0	0	0	0	0	0
90	chr10:95922001-98864162	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0
91	chr10:95922001-98864162	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0
92	chr10:95922001-98864162	SBS3	2	1	10	4	0	0	0	0	0	0	0	0	0
93	chr10:95922001-98864162	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
94	chr10:9762031-13637619	SBS1	2	1	1	0	0	0	0	0	0	0	0	0	0
95	chr10:9762031-13637619	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
96	chr10:9762031-13637619	SBS3	2	1	5	5	0	0	0	0	0	0	0	0	0
97	chr10:98872044-101736356	SBS1	2	1	2	0	0	0	0	0	0	0	0	0	0
98	chr10:98872044-101736356	SBS13	2	1	1	1	0	0	0	0	0	0	0	0	0
99	chr10:98872044-101736356	SBS3	2	1	9	3	0	0	0	0	0	0	0	0	0
100	chr10:98872044-101736356	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
101	chr11:103824291-104494516	SBS3	1	1	1	0	0	0	0	0	0	0	0	0	0
102	chr11:104494553-107407223	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0
103	chr11:104494553-107407223	SBS3	1	1	5	0	0	0	0	0	0	0	0	0	0
104	chr11:104494553-107407223	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0
105	chr11:107407406-111577883	SBS1	1	1	3	0	0	0	0	0	0	0	0	0	0
106	chr11:107407406-111577883	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0
107	chr11:107407406-111577883	SBS3	1	1	11	0	0	0	0	0	0	0	0	0	0
108	chr11:10822816-13023000	SBS3	2	1	1	0	0	0	0	0	0	0	0	0	0
109	chr11:111578685-117292082	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0
110	chr11:111578685-117292082	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0
111	chr11:111578685-117292082	SBS13	1	1	1	0	0	0	0	0	0	0	0	0	0
112	chr11:111578685-117292082	SBS3	1	1	9	0	0	0	0	0	0	0	0	0	0
113	chr11:111578685-117292082	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0
114	chr11:117613424-119227909	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0
115	chr11:117613424-119227909	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0
116	chr11:117613424-119227909	SBS3	2	1	1	2	0	0	0	0	0	0	0	0	0
117	chr11:119232522-121157609	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0
118	chr11:119232522-121157609	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0
119	chr11:119232522-121157609	SBS3	1	1	6	0	0	0	0	0	0	0	0	0	0
120	chr11:121166830-126175736	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0
121	chr11:121166830-126175736	SBS13	1	1	3	0	0	0	0	0	0	0	0	0	0
122	chr11:121166830-126175736	SBS3	1	1	21	0	0	0	0	0	0	0	0	0	0
123	chr11:126178833-131021000	SBS13	1	1	2	0	0	0	0	0	0	0	0	0	0
124	chr11:126178833-131021000	SBS3	1	1	11	0	0	0	0	0	0	0	0	0	0
125	chr11:13023001-20001206	SBS1	1	1	1	0	0	0	0	0	0	0	0	0	0
126	chr11:13023001-20001206	SBS13	1	1	2	0	0	0	0	0	0	0	0	0	0
127	chr11:13023001-20001206	SBS3	1	1	9	0	0	0	0	0	0	0	0	0	0
128	chr11:13023001-20001206	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0
129	chr11:131021001-135086622	SBS1	1	1	5	0	0	0	0	0	0	0	0	0	0
130	chr11:131021001-135086622	SBS100	1	1	1	0	0	0	0	0	0	0	0	0	0
131	chr11:131021001-135086622	SBS3	1	1	18	0	0	0	0	0	0	0	0	0	0
132	chr11:131021001-135086622	SBS5	1	1	1	0	0	0	0	0	0	0	0	0	0
133	chr11:1405310-10819856	SBS1	2	1	1	1	0	0	0	0	0	0	0	0	0
134	chr11:1405310-10819856	SBS13	2	1	1	2	0	0	0	0	0	0	0	0	0
135	chr11:1405310-10819856	SBS3	2	1	17	10	0	0	0	0	0	0	0	0	0
136	chr11:1405310-10819856	SBS5	2	1	0	1	0	0	0	0	0	0	0	0	0
137	chr11:20001207-29860097	SBS1	2	1	2	0	0	0	0	0	0	0	0	0	0
138	chr11:20001207-29860097	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
139	chr11:20001207-29860097	SBS3	2	1	22	11	0	0	0	0	0	0	0	0	0
140	chr11:20001207-29860097	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0
141	chr11:29860974-32883236	SBS1	2	1	1	1	0	0	0	0	0	0	0	0	0
142	chr11:29860974-32883236	SBS3	2	1	7	7	0	0	0	0	0	0	0	0	0
143	chr11:29860974-32883236	SBS5	2	1	2	0	0	0	0	0	0	0	0	0	0
144	chr11:32888251-36632000	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0
145	chr11:32888251-36632000	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0
146	chr11:32888251-36632000	SBS13	2	1	1	0	0	0	0	0	0	0	0	0	0
147	chr11:32888251-36632000	SBS3	2	1	9	1	0	0	0	0	0	0	0	0	0
148	chr11:32888251-36632000	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
149	chr11:36632001-43312000	SBS1	2	1	1	1	0	0	0	0	0	0	0	0	0
150	chr11:36632001-43312000	SBS13	2	1	0	2	0	0	0	0	0	0	0	0	0
151	chr11:36632001-43312000	SBS3	2	1	9	17	0	0	0	0	0	0	0	0	0
152	chr11:36632001-43312000	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0
153	chr11:43325232-43527645	SBS13	2	1	0	1	0	0	0	0	0	0	0	0	0
154	chr11:43325232-43527645	SBS5	2	1	0	1	0	0	0	0	0	0	0	0	0
155	chr11:43531581-47408146	SBS1	2	1	1	1	0	0	0	0	0	0	0	0	0
156	chr11:43531581-47408146	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0
157	chr11:43531581-47408146	SBS3	2	1	8	2	0	0	0	0	0	0	0	0	0
158	chr11:47408179-48213000	SBS3	2	1	2	1	0	0	0	0	0	0	0	0	0
159	chr11:474180-1405273	SBS3	2	1	0	1	0	0	0	0	0	0	0	0	0
160	chr11:474180-1405273	SBS5	2	1	1	0	0	0	0	0	0	0	0	0	0
161	chr11:48213001-52751710	SBS1	2	0	1	1	0	0	0	0	0	0	0	0	0
162	chr11:48213001-52751710	SBS3	2	0	8	2	0	0	0	0	0	0	0	0	0
163	chr11:48213001-52751710	SBS5	2	0	2	0	0	0	0	0	0	0	0	0	0
164	chr11:52751711-55835000	SBS3	2	0	10	1	0	0	0	0	0	0	0	0	0
165	chr11:55835001-60748598	SBS1	2	1	0	1	0	0	0	0	0	0	0	0	0
166	chr11:55835001-60748598	SBS100	2	1	1	0	0	0	0	0	0	0	0	0	0
167	chr11:55835001-60748598	SBS13	2	1	2	1	0	0	0	0	0	0	0	0	0
168	chr11:55835001-60748598	SBS3	2	1	15	3	0	0	0	0	0	0	0	0	0
169	chr11:55835001-60748598	SBS5	2	1	1	1	0	0	0	0	0	0	0	0	0
