	segment_id	sig_max	major_cn	minor_cn	N8	N2	N3	N1	N4	N5	N7	N6
0	chr10:1-260000	SBS3	8	0	1	0	0	0	0	0	0	0
1	chr10:100207001-100567000	SBS1	3	0	0	1	0	0	0	0	0	0
2	chr10:100207001-100567000	SBS3	3	0	0	1	1	0	0	0	0	0
3	chr10:100567001-100889000	SBS3	2	0	0	1	0	0	0	0	0	0
4	chr10:101069001-101773000	SBS3	3	0	0	0	2	1	0	0	0	0
5	chr10:101773001-102113625	SBS100	3	0	0	1	0	0	0	0	0	0
6	chr10:101773001-102113625	SBS3	3	0	0	1	0	0	0	0	0	0
7	chr10:102113746-102871000	SBS3	3	0	0	2	1	0	0	0	0	0
8	chr10:103198001-103638000	SBS100	3	0	0	0	0	1	0	0	0	0
9	chr10:103198001-103638000	SBS3	3	0	0	1	2	1	0	0	0	0
10	chr10:103638001-104027000	SBS3	3	1	0	1	1	0	0	0	0	0
11	chr10:104357001-104630000	SBS3	2	0	0	1	0	1	0	0	0	0
12	chr10:104630001-109845000	SBS1	2	0	0	0	0	1	0	0	0	0
13	chr10:104630001-109845000	SBS3	2	0	0	14	0	13	0	0	0	0
14	chr10:109845001-110318000	SBS3	4	0	0	1	1	1	1	0	0	0
15	chr10:110318001-110818000	SBS3	3	0	0	1	1	0	0	0	0	0
16	chr10:11053328-11464000	SBS3	3	0	0	0	1	0	0	0	0	0
17	chr10:111032001-112130000	SBS1	2	0	0	1	0	0	0	0	0	0
18	chr10:111032001-112130000	SBS3	2	0	0	1	0	6	0	0	0	0
19	chr10:112357001-112855000	SBS3	4	0	0	0	1	0	0	0	0	0
20	chr10:112943001-113144000	SBS3	4	0	0	0	1	0	0	0	0	0
21	chr10:113144001-113710078	SBS3	3	0	0	1	0	2	0	0	0	0
22	chr10:113710132-114986000	SBS3	3	0	0	1	2	2	0	0	0	0
23	chr10:1141001-2849655	SBS1	4	0	0	0	0	1	1	0	0	0
24	chr10:1141001-2849655	SBS3	4	0	0	10	0	1	1	0	0	0
25	chr10:11464001-11615000	SBS3	4	1	0	0	0	1	1	0	0	0
26	chr10:114986001-115219000	SBS3	2	0	0	1	0	0	0	0	0	0
27	chr10:115219001-116786000	SBS3	2	0	0	4	0	2	0	0	0	0
28	chr10:11615001-12726000	SBS3	3	0	0	0	2	0	0	0	0	0
29	chr10:116786001-117018000	SBS3	3	0	0	0	1	0	0	0	0	0
30	chr10:117387001-117983000	SBS3	2	0	0	0	0	2	0	0	0	0
31	chr10:118052001-118181180	SBS3	2	0	0	1	0	0	0	0	0	0
32	chr10:118198906-118680000	SBS3	3	0	0	0	2	0	0	0	0	0
33	chr10:118758001-119024000	SBS3	3	0	0	0	2	0	0	0	0	0
34	chr10:119024001-119944000	SBS3	3	0	0	2	1	0	0	0	0	0
35	chr10:119944001-120724000	SBS3	2	0	0	2	0	1	0	0	0	0
36	chr10:120724001-120799000	SBS3	4	0	0	2	0	0	0	0	0	0
37	chr10:121729501-121944000	SBS1	5	0	0	0	0	0	0	1	0	0
38	chr10:121729501-121944000	SBS3	5	0	0	0	0	0	0	1	0	0
39	chr10:121944001-122373000	SBS3	5	0	0	0	1	0	0	1	0	0
40	chr10:122443001-122930000	SBS3	4	0	0	0	0	1	0	0	0	0
41	chr10:122930001-123189000	SBS3	4	0	0	1	0	0	0	0	0	0
42	chr10:123189001-123974000	SBS3	3	0	0	2	1	0	0	0	0	0
43	chr10:123974001-124192220	SBS1	4	0	0	0	0	1	0	0	0	0
44	chr10:123974001-124192220	SBS3	4	0	0	1	0	2	0	0	0	0
45	chr10:124199756-124388000	SBS3	3	0	0	0	0	1	0	0	0	0
46	chr10:125163001-125688000	SBS3	4	0	0	1	0	0	0	0	0	0
47	chr10:125688001-125885000	SBS3	5	0	0	0	0	0	1	1	0	0
48	chr10:125885001-127415000	SBS3	4	0	0	1	1	0	0	0	0	0
49	chr10:12726001-13014000	SBS3	3	0	0	3	0	0	0	0	0	0
50	chr10:127415001-127876000	SBS3	3	0	0	1	1	0	0	0	0	0
51	chr10:127876001-128281000	SBS3	3	0	0	0	2	1	0	0	0	0
52	chr10:128281001-128464000	SBS3	2	0	0	0	0	1	0	0	0	0
53	chr10:128464001-130106000	SBS1	3	0	0	1	0	0	0	0	0	0
54	chr10:128464001-130106000	SBS3	3	0	0	2	3	3	0	0	0	0
55	chr10:130200501-131868000	SBS1	2	0	0	2	0	1	0	0	0	0
56	chr10:130200501-131868000	SBS100	2	0	0	0	0	2	0	0	0	0
57	chr10:130200501-131868000	SBS3	2	0	0	2	0	4	0	0	0	0
58	chr10:132305001-132669000	SBS3	5	0	0	0	2	0	1	1	0	0
59	chr10:132669001-133797422	SBS3	3	0	0	1	3	0	0	0	0	0
60	chr10:13759640-14044000	SBS100	3	0	0	0	1	0	0	0	0	0
61	chr10:13759640-14044000	SBS3	3	0	0	0	0	1	0	0	0	0
62	chr10:14044001-14485000	SBS3	3	0	0	2	1	0	0	0	0	0
63	chr10:14485001-14674000	SBS3	4	1	0	0	1	0	0	0	0	0
64	chr10:14674001-15389000	SBS1	4	0	0	0	0	1	0	0	0	0
65	chr10:14674001-15389000	SBS3	4	0	0	1	0	7	1	0	0	0
66	chr10:15389001-15771000	SBS1	3	0	0	0	1	0	0	0	0	0
67	chr10:15885001-16405000	SBS3	2	0	0	1	0	2	0	0	0	0
68	chr10:16765001-17194000	SBS100	4	0	0	2	0	0	0	0	0	0
69	chr10:16765001-17194000	SBS3	4	0	0	2	0	1	1	0	0	0
70	chr10:17242001-17745000	SBS3	4	0	0	0	2	0	1	0	0	0
71	chr10:17875001-18605000	SBS1	2	0	0	1	0	0	0	0	0	0
72	chr10:17875001-18605000	SBS3	2	0	0	2	0	0	0	0	0	0
73	chr10:18692001-19772500	SBS3	2	0	0	3	0	5	0	0	0	0
74	chr10:19772501-20272500	SBS3	3	0	0	1	1	0	0	0	0	0
75	chr10:20272501-20775000	SBS3	2	0	0	0	0	1	0	0	0	0
76	chr10:20775001-21488000	SBS3	3	0	0	2	3	0	0	0	0	0
77	chr10:21488001-22603000	SBS3	4	0	0	0	3	1	0	0	0	0
78	chr10:22716001-23128000	SBS3	3	0	0	2	3	3	0	0	0	0
79	chr10:23128001-24196000	SBS100	3	0	0	0	0	1	0	0	0	0
80	chr10:23128001-24196000	SBS3	3	0	0	2	2	1	0	0	0	0
81	chr10:24196001-25087000	SBS3	4	0	0	0	0	0	1	0	0	0
82	chr10:25087001-26326000	SBS3	2	0	0	2	0	2	0	0	0	0
83	chr10:260001-1141000	SBS3	7	0	0	1	1	0	0	0	3	0
84	chr10:26326001-26713000	SBS3	3	0	0	1	0	2	0	0	0	0
85	chr10:26713001-26886000	SBS3	4	1	0	0	0	1	0	0	0	0
86	chr10:27577001-28095000	SBS3	3	0	0	0	3	0	0	0	0	0
87	chr10:2849656-3131000	SBS3	4	0	0	1	1	0	2	0	0	0
88	chr10:28630001-29475525	SBS1	4	0	0	0	0	0	1	0	0	0
89	chr10:28630001-29475525	SBS3	4	0	0	2	0	1	2	0	0	0
90	chr10:29493433-29740000	SBS3	4	0	0	2	0	0	0	0	0	0
91	chr10:29740001-30523484	SBS3	3	0	0	1	0	2	0	0	0	0
92	chr10:30523485-31804000	SBS1	4	2	0	0	0	2	1	0	0	0
93	chr10:30523485-31804000	SBS100	4	2	0	1	1	0	0	0	0	0
94	chr10:30523485-31804000	SBS3	4	2	0	1	2	0	1	0	0	0
95	chr10:3131001-4408578	SBS100	5	0	0	0	0	0	1	0	0	0
96	chr10:3131001-4408578	SBS3	5	0	0	0	2	0	0	5	0	0
97	chr10:31804001-32064000	SBS3	4	3	0	0	0	0	2	0	0	0
98	chr10:32311001-32386000	SBS3	5	3	0	0	0	0	1	0	0	0
99	chr10:32386001-32883000	SBS3	3	1	0	1	1	1	0	0	0	0
100	chr10:32883001-33011000	SBS3	4	2	0	0	0	0	1	0	0	0
101	chr10:33011001-33614149	SBS3	3	2	0	1	2	0	0	0	0	0
102	chr10:33614150-34121000	SBS100	1	0	0	0	0	1	0	0	0	0
