,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:19529123-181456000,chr1,19529123,181456000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],161926877
1,chr1:186450911-245412623,chr1,186450911,245412623,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,2,,,False,True,False,0.3333333333333333,0.6666666666666666,,,0.3333333333333333,1.0,,,2,1,"[0.3333333333333333, 1.0]",58961712
2,chr2:25205001-242193529,chr2,25205001,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,15,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],216988528
3,chr3:9111664-31627197,chr3,9111664,31627197,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.1_solutions_downsized.sobj,0,1,1,1/4,False,True,False,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.4444444444444444,0.8888888888888888,1.0,4,0,"[0.0, 0.4444444444444444, 0.8888888888888888, 1.0]",22515533
4,chr3:86285726-198295559,chr3,86285726,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],112009833
5,chr4:46198294-67995687,chr4,46198294,67995687,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],21797393
6,chr5:28403654-180719099,chr5,28403654,180719099,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],152315445
7,chr6:113408001-129099990,chr6,113408001,129099990,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,8/3,,,False,True,False,0.0,1.0,,,0.0,1.0,,,2,1,"[0.0, 1.0]",15691989
8,chr7:32479463-53232470,chr7,32479463,53232470,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4,0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",20753007
9,chr7:53232471-124417079,chr7,53232471,124417079,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,13/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],71184608
10,chr7:140213124-159345973,chr7,140213124,159345973,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,False,True,False,1.0,,,,1.0,,,,1,0,[1.0],19132849
11,chr8:45806961-61719816,chr8,45806961,61719816,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],15912855
12,chr8:74980197-144656312,chr8,74980197,144656312,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,3,5,1/4,,False,True,False,0.36363636363636365,0.6060606060606061,0.030303030303030304,,0.36363636363636365,0.9696969696969697,1.0,,3,1,"[0.36363636363636365, 0.9696969696969697, 1.0]",69676115
13,chr9:19851001-137162264,chr9,19851001,137162264,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,9,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],117311263
14,chr10:2308190-27351370,chr10,2308190,27351370,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1,,,False,True,False,0.6666666666666666,0.3333333333333333,,,0.6666666666666666,1.0,,,2,1,"[0.6666666666666666, 1.0]",25043180
