,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-41600000,chr1,1,41600000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,11/2,,,False,True,False,0.0,1.0,,,0.0,1.0,,,2,0,"[0.0, 1.0]",41599999
1,chr2:138610318-196101000,chr2,138610318,196101000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],57490682
2,chr2:217491001-238455000,chr2,217491001,238455000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4.5,0.0,,,False,True,False,1.0,0.0,,,1.0,1.0,,,2,1,"[1.0, 1.0]",20963999
3,chr4:137539001-146536000,chr4,137539001,146536000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,5/3,,,False,True,False,0.37499999999999994,0.625,,,0.37499999999999994,1.0,,,2,1,"[0.37499999999999994, 1.0]",8996999
4,chr7:150445001-156610000,chr7,150445001,156610000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1/3,,,False,True,False,0.8999999999999999,0.09999999999999999,,,0.8999999999999999,0.9999999999999999,,,2,1,"[0.8999999999999999, 0.9999999999999999]",6164999
5,chr8:87619847-103460000,chr8,87619847,103460000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.1_solutions_downsized.sobj,0.57108497,0.79931649,0.61484063,0.0,False,True,False,0.28766515322068353,0.40262922795476297,0.3097056188245535,0.0,0.28766515322068353,0.6902943811754465,1.0,1.0,4,1,"[0.28766515322068353, 0.6902943811754465, 1.0, 1.0]",15840153
6,chr9:27602001-75198000,chr9,27602001,75198000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],47595999
7,chr9:95220001-98956000,chr9,95220001,98956000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],3735999
8,chr10:1-5847000,chr10,1,5847000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1/3,,,False,True,False,0.8999999999999999,0.09999999999999999,,,0.8999999999999999,0.9999999999999999,,,2,1,"[0.8999999999999999, 0.9999999999999999]",5846999
9,chr10:40640102-132365000,chr10,40640102,132365000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,8,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],91724898
10,chr11:1-62493000,chr11,1,62493000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],62492999
11,chr11:67513001-111301000,chr11,67513001,111301000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],43787999
12,chr12:76033334-124346500,chr12,76033334,124346500,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],48313166
13,chr14:34926074-53176000,chr14,34926074,53176000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,,False,True,False,1.0,,,,1.0,,,,1,1,[1.0],18249926
