,segment_id,chromosome,start,end,file_path,t1,t2,t3,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-48845944,chr1,1,48845944,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,21/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],48845943
1,chr1:51377433-79522538,chr1,51377433,79522538,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],28145105
2,chr1:200094531-225742000,chr1,200094531,225742000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,1,1,1/2,False,True,False,0.4,0.4,0.2,0.4,0.8,1.0,3,1,"[0.4, 0.8, 1.0]",25647469
3,chr2:71500678-93139350,chr2,71500678,93139350,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],21638672
4,chr2:118132224-140334363,chr2,118132224,140334363,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],22202139
5,chr2:154021794-197066582,chr2,154021794,197066582,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],43044788
6,chr2:231095088-242193529,chr2,231095088,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],11098441
7,chr3:80015960-92214015,chr3,80015960,92214015,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],12198055
8,chr3:133489327-143833060,chr3,133489327,143833060,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,4,0,1/3,False,True,False,0.9230769230769231,0.0,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0,3,0,"[0.9230769230769231, 0.9230769230769231, 1.0]",10343733
9,chr4:2469111-37732178,chr4,2469111,37732178,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],35263067
10,chr4:55325350-138217237,chr4,55325350,138217237,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,23/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],82891887
11,chr4:139543001-173726666,chr4,139543001,173726666,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],34183665
12,chr5:1046511-48272853,chr5,1046511,48272853,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,23/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],47226342
13,chr5:72845695-181538259,chr5,72845695,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,20,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],108692564
14,chr6:62286369-107187782,chr6,62286369,107187782,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],44901413
15,chr6:157853626-170805979,chr6,157853626,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,0,[1.0],12952353
16,chr7:4732703-69687051,chr7,4732703,69687051,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,11,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],64954348
17,chr7:101051776-125510153,chr7,101051776,125510153,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],24458377
18,chr7:131623470-148379000,chr7,131623470,148379000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],16755530
19,chr8:37129450-64336232,chr8,37129450,64336232,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,6,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],27206782
20,chr9:13034068-31887761,chr9,13034068,31887761,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],18853693
21,chr9:76463652-99775001,chr9,76463652,99775001,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,7/2,,,False,True,False,1.0,,,1.0,,,1,1,[1.0],23311349
