,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:7896001-29273000,chr1,7896001,29273000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],21376999
1,chr1:59983001-81428000,chr1,59983001,81428000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",21444999
2,chr2:75723001-84405000,chr2,75723001,84405000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.5,0.0,0.0,,,False,True,False,1.0,0.0,0.0,,,1.0,1.0,1.0,,,2,2,"[1.0, 1.0, 1.0]",8681999
3,chr2:93139351-117904000,chr2,93139351,117904000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.375,0.25,0.125,,,True,True,False,0.8636363636363636,0.09090909090909091,0.045454545454545456,,,0.8636363636363636,0.9545454545454546,1.0,,,2,2,"[0.8636363636363636, 0.9545454545454546, 1.0]",24764649
4,chr3:1-27030000,chr3,1,27030000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_0.1_solutions_downsized.sobj,0.0,1.49998392,0.66550609,0.0,0.0,False,True,False,0.0,0.6926764441642471,0.3073235558357529,0.0,0.0,0.0,0.6926764441642471,1.0,1.0,1.0,5,0,"[0.0, 0.6926764441642471, 1.0, 1.0, 1.0]",27029999
5,chr3:30694001-40176000,chr3,30694001,40176000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//5_0.4_solutions_downsized.sobj,3.99968858,1.00000506,0.0,0.0,0.0,False,True,False,0.7999867327870913,0.20001326721290863,0.0,0.0,0.0,0.7999867327870913,1.0,1.0,1.0,1.0,5,0,"[0.7999867327870913, 1.0, 1.0, 1.0, 1.0]",9481999
6,chr3:71590001-90084500,chr3,71590001,90084500,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",18494499
7,chr4:3404001-22355000,chr4,3404001,22355000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,2,,,,False,True,False,0.6,0.4,,,,0.6,1.0,,,,2,0,"[0.6, 1.0]",18950999
8,chr4:52144922-70613000,chr4,52144922,70613000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,3/2,,,,False,True,False,0.6666666666666666,0.3333333333333333,,,,0.6666666666666666,1.0,,,,2,0,"[0.6666666666666666, 1.0]",18468078
9,chr4:153661001-177288000,chr4,153661001,177288000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,2,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,0,"[0.3333333333333333, 1.0]",23626999
