,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-12393083,chr1,1,12393083,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,0,1,5/3,,,False,True,False,0.0,0.37499999999999994,0.625,,,0.0,0.37499999999999994,1.0,,,3,0,"[0.0, 0.37499999999999994, 1.0]",12393082
1,chr1:24311467-38898000,chr1,24311467,38898000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,0,1,7/3,,,False,True,False,0.0,0.3,0.7000000000000001,,,0.0,0.3,1.0,,,3,0,"[0.0, 0.3, 1.0]",14586533
2,chr1:38898001-45031040,chr1,38898001,45031040,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,1,0,3/4,,,False,True,False,0.5714285714285714,0.0,0.42857142857142855,,,0.5714285714285714,0.5714285714285714,1.0,,,3,1,"[0.5714285714285714, 0.5714285714285714, 1.0]",6133039
3,chr1:52431885-95145648,chr1,52431885,95145648,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,2,2,1/2,,,False,True,False,0.4444444444444444,0.4444444444444444,0.1111111111111111,,,0.4444444444444444,0.8888888888888888,1.0,,,3,1,"[0.4444444444444444, 0.8888888888888888, 1.0]",42713763
4,chr1:105732438-123605522,chr1,105732438,123605522,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,7/3,,,,False,True,False,0.3,0.7000000000000001,,,,0.3,1.0,,,,2,1,"[0.3, 1.0]",17873084
5,chr1:153555388-179230969,chr1,153555388,179230969,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_1.1_solutions_downsized.sobj,0,1,2,,,False,True,False,0.0,0.3333333333333333,0.6666666666666666,,,0.0,0.3333333333333333,1.0,,,3,1,"[0.0, 0.3333333333333333, 1.0]",25675581
6,chr1:208068899-212858189,chr1,208068899,212858189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.25,0.5,0.75,,,True,True,False,0.16666666666666666,0.3333333333333333,0.5,,,0.16666666666666666,0.5,1.0,,,2,2,"[0.16666666666666666, 0.5, 1.0]",4789290
7,chr1:235201904-248956422,chr1,235201904,248956422,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.25,0.5,1.5,,,True,True,False,0.1111111111111111,0.2222222222222222,0.6666666666666666,,,0.1111111111111111,0.3333333333333333,1.0,,,2,2,"[0.1111111111111111, 0.3333333333333333, 1.0]",13754518
8,chr2:138365331-152503405,chr2,138365331,152503405,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,5/3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",14138074
9,chr2:232145108-242193529,chr2,232145108,242193529,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1,0,5/3,,,False,True,False,0.37499999999999994,0.0,0.625,,,0.37499999999999994,0.37499999999999994,1.0,,,3,0,"[0.37499999999999994, 0.37499999999999994, 1.0]",10048421
10,chr3:28201012-42342650,chr3,28201012,42342650,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],14141638
11,chr3:63060395-100828538,chr3,63060395,100828538,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,13/2,,,,False,True,False,0.3157894736842105,0.6842105263157895,,,,0.3157894736842105,1.0,,,,2,0,"[0.3157894736842105, 1.0]",37768143
12,chr3:122493412-130837549,chr3,122493412,130837549,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],8344137
13,chr4:1-61710268,chr4,1,61710268,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,4,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,0,"[0.3333333333333333, 1.0]",61710267
14,chr4:67610190-82832216,chr4,67610190,82832216,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,5/2,,,,False,True,False,0.2857142857142857,0.7142857142857143,,,,0.2857142857142857,1.0,,,,2,0,"[0.2857142857142857, 1.0]",15222026
15,chr4:82832217-110377475,chr4,82832217,110377475,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,7,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],27545258
16,chr4:110377476-147782000,chr4,110377476,147782000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,5/2,,,,False,True,False,0.2857142857142857,0.7142857142857143,,,,0.2857142857142857,1.0,,,,2,0,"[0.2857142857142857, 1.0]",37404524
17,chr5:596339-8208333,chr5,596339,8208333,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,1.875,0.25,0.125,,,True,True,False,0.8333333333333334,0.1111111111111111,0.05555555555555555,,,0.8333333333333334,0.9444444444444444,1.0,,,2,2,"[0.8333333333333334, 0.9444444444444444, 1.0]",7611994
18,chr5:9424114-51036575,chr5,9424114,51036575,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,8/3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",41612461
