,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:146014001-154936000,chr1,146014001,154936000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1,,,,False,True,False,0.6666666666666666,0.3333333333333333,,,,0.6666666666666666,1.0,,,,2,1,"[0.6666666666666666, 1.0]",8921999
1,chr1:199318001-213298000,chr1,199318001,213298000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",13979999
2,chr2:189406001-191608000,chr2,189406001,191608000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1/3,,,,False,True,False,0.8571428571428571,0.14285714285714285,,,,0.8571428571428571,1.0,,,,2,1,"[0.8571428571428571, 1.0]",2201999
3,chr3:73074001-87985000,chr3,73074001,87985000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.125,0.75,0.375,,,True,True,False,0.6538461538461539,0.23076923076923078,0.11538461538461539,,,0.6538461538461539,0.8846153846153846,1.0,,,2,2,"[0.6538461538461539, 0.8846153846153846, 1.0]",14910999
4,chr3:90256001-92214015,chr3,90256001,92214015,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_3.2_solutions_downsized.sobj,,,,,,,False,False,,,,,,,,,,,4,3,[],1958014
5,chr3:182986001-197065000,chr3,182986001,197065000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,4/3,,,,False,True,False,0.4285714285714286,0.5714285714285715,,,,0.4285714285714286,1.0,,,,2,1,"[0.4285714285714286, 1.0]",14078999
6,chr4:70582001-82889000,chr4,70582001,82889000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,5/3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",12306999
7,chr4:129371001-149974000,chr4,129371001,149974000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,1.875,0.25,0.125,,,True,True,False,0.8333333333333334,0.1111111111111111,0.05555555555555555,,,0.8333333333333334,0.9444444444444444,1.0,,,2,2,"[0.8333333333333334, 0.9444444444444444, 1.0]",20602999
8,chr4:151039501-152307000,chr4,151039501,152307000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",1267499
9,chr4:186202001-190214555,chr4,186202001,190214555,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.2_solutions_downsized.sobj,3.089937288,0.6064527819999999,0.0,0.0,,False,True,False,0.8359337703772156,0.16406622962278436,0.0,0.0,,0.8359337703772156,1.0,1.0,1.0,,3,2,"[0.8359337703772156, 1.0, 1.0, 1.0]",4012554
10,chr5:65553001-80528000,chr5,65553001,80528000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],14974999
11,chr5:116577001-129085000,chr5,116577001,129085000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.625,0.75,0.375,,,True,True,False,0.35714285714285715,0.42857142857142855,0.21428571428571427,,,0.35714285714285715,0.7857142857142857,1.0,,,2,2,"[0.35714285714285715, 0.7857142857142857, 1.0]",12507999
12,chr6:98954001-114462000,chr6,98954001,114462000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,2,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,0,"[0.3333333333333333, 1.0]",15507999
13,chr7:22081001-30019000,chr7,22081001,30019000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,1,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,1,"[0.5, 1.0]",7937999
14,chr7:45243001-55268000,chr7,45243001,55268000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,1.125,0.75,0.375,,,True,True,False,0.5,0.3333333333333333,0.16666666666666666,,,0.5,0.8333333333333333,0.9999999999999999,,,2,2,"[0.5, 0.8333333333333333, 0.9999999999999999]",10024999
15,chr7:56220001-59498943,chr7,56220001,59498943,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_3.1_solutions_downsized.sobj,0.0,0.0,1.249546235,0.0,0.0,False,True,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3,"[0.0, 0.0, 1.0, 1.0, 1.0]",3278942
16,chr7:59498944-62715626,chr7,59498944,62715626,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.3_solutions_downsized.sobj,0.0,1.0,0.25,0.5,0.9166666666666666,True,True,False,0.0,0.375,0.09375,0.1875,0.34375,0.0,0.375,0.46875,0.65625,1.0,4,2,"[0.0, 0.375, 0.46875, 0.65625, 1.0]",3216682
17,chr7:59498944-62715626,chr7,59498944,62715626,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.5_solutions_downsized.sobj,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333335,0.3333333333333333,True,True,False,0.0,0.24999999999999997,0.12499999999999999,0.5,0.12499999999999999,0.0,0.24999999999999997,0.37499999999999994,0.875,1.0,4,2,"[0.0, 0.24999999999999997, 0.37499999999999994, 0.875, 1.0]",3216682
18,chr7:64504001-66961000,chr7,64504001,66961000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",2456999
19,chr7:127418001-142533000,chr7,127418001,142533000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,4/3,,,,False,True,False,0.4285714285714286,0.5714285714285715,,,,0.4285714285714286,1.0,,,,2,1,"[0.4285714285714286, 1.0]",15114999
20,chr9:38445001-44377362,chr9,38445001,44377362,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.25,0.5,1.0,,,True,True,False,0.14285714285714285,0.2857142857142857,0.5714285714285714,,,0.14285714285714285,0.42857142857142855,1.0,,,2,2,"[0.14285714285714285, 0.42857142857142855, 1.0]",5932361
21,chr9:44377363-69247000,chr9,44377363,69247000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,5,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],24869637
22,chr9:78302001-104065000,chr9,78302001,104065000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,7/2,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,0,"[0.0, 1.0]",25762999
23,chr9:130131001-137362000,chr9,130131001,137362000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_0.1_solutions_downsized.sobj,3,1,0,0,,False,True,False,0.75,0.25,0.0,0.0,,0.75,1.0,1.0,1.0,,4,0,"[0.75, 1.0, 1.0, 1.0]",7230999
24,chr10:14960392-31316000,chr10,14960392,31316000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",16355608
25,chr10:76955001-86340000,chr10,76955001,86340000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,7/2,,,,False,True,False,0.2222222222222222,0.7777777777777778,,,,0.2222222222222222,1.0,,,,2,0,"[0.2222222222222222, 1.0]",9384999
26,chr11:1-3674000,chr11,1,3674000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.5,1.0,0.5,,,True,True,False,0.25,0.5,0.25,,,0.25,0.75,1.0,,,2,2,"[0.25, 0.75, 1.0]",3673999
27,chr11:43458001-47976000,chr11,43458001,47976000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,1,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,1,"[0.5, 1.0]",4517999
28,chr11:48357001-52751710,chr11,48357001,52751710,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.2_solutions_downsized.sobj,1.64591806,0.9025240459999999,0.0,0.0,,False,True,False,0.6458526391966622,0.35414736080333775,0.0,0.0,,0.6458526391966622,1.0,1.0,1.0,,4,1,"[0.6458526391966622, 1.0, 1.0, 1.0]",4394709
29,chr11:60818001-68455000,chr11,60818001,68455000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",7636999
30,chr12:16211586-28953000,chr12,16211586,28953000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,1.0,1.0,0.5,,,True,True,False,0.4,0.4,0.2,,,0.4,0.8,1.0,,,2,2,"[0.4, 0.8, 1.0]",12741414
31,chr12:32763001-45165000,chr12,32763001,45165000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,0.875,1.25,0.625,,,True,True,False,0.3181818181818182,0.45454545454545453,0.22727272727272727,,,0.3181818181818182,0.7727272727272727,1.0,,,2,2,"[0.3181818181818182, 0.7727272727272727, 1.0]",12401999
32,chr12:119656001-123485000,chr12,119656001,123485000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1,,,,False,True,False,0.6666666666666666,0.3333333333333333,,,,0.6666666666666666,1.0,,,,2,1,"[0.6666666666666666, 1.0]",3828999
33,chr12:125716817-130788000,chr12,125716817,130788000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.2_solutions_downsized.sobj,2.2120125359999996,0.5253374640000003,0.0,0.0,,False,True,False,0.8080853876924762,0.19191461230752382,0.0,0.0,,0.8080853876924762,1.0,1.0,1.0,,3,2,"[0.8080853876924762, 1.0, 1.0, 1.0]",5071183
