,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:146052001-161295406,chr1,146052001,161295406,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.1_solutions_downsized.sobj,0.0,0.40806804,0.94418729,0.0,,False,True,False,0.0,0.30176848332333805,0.698231516676662,0.0,,0.0,0.30176848332333805,1.0,1.0,,4,1,"[0.0, 0.30176848332333805, 1.0, 1.0]",15243405
1,chr2:36623001-54340000,chr2,36623001,54340000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_1.1_solutions_downsized.sobj,0.60895711,0.43788193,1.36705561,0.0,,False,True,False,0.25227161839892226,0.18140059674932374,0.566327784851754,0.0,,0.25227161839892226,0.433672215148246,1.0,1.0,,4,1,"[0.25227161839892226, 0.433672215148246, 1.0, 1.0]",17716999
2,chr2:86181001-119172000,chr2,86181001,119172000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1,,,,False,True,False,0.75,0.25,,,,0.75,1.0,,,,2,1,"[0.75, 1.0]",32990999
3,chr2:120649001-151311013,chr2,120649001,151311013,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,4,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],30662012
4,chr2:199660294-222416979,chr2,199660294,222416979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1,,,,False,True,False,0.75,0.25,,,,0.75,1.0,,,,2,1,"[0.75, 1.0]",22756685
5,chr2:222416980-240552000,chr2,222416980,240552000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,2,,,,False,True,False,0.3333333333333333,0.6666666666666666,,,,0.3333333333333333,1.0,,,,2,0,"[0.3333333333333333, 1.0]",18135020
6,chr4:24500001-44675000,chr4,24500001,44675000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],20174999
7,chr4:53312001-70619000,chr4,53312001,70619000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,7/3,,,,False,True,False,0.0,1.0,,,,0.0,1.0,,,,2,1,"[0.0, 1.0]",17306999
8,chr4:84972001-138243330,chr4,84972001,138243330,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,6,1/3,,,,False,True,False,0.9473684210526316,0.05263157894736842,,,,0.9473684210526316,1.0,,,,2,1,"[0.9473684210526316, 1.0]",53271329
9,chr5:3341791-6593000,chr5,3341791,6593000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,1,1,,,,False,True,False,0.5,0.5,,,,0.5,1.0,,,,2,1,"[0.5, 1.0]",3251209
10,chr5:15028001-43687000,chr5,15028001,43687000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4,0,,,,False,True,False,1.0,0.0,,,,1.0,1.0,,,,2,1,"[1.0, 1.0]",28658999
11,chr5:54429001-62795000,chr5,54429001,62795000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_0.1_solutions_downsized.sobj,6,,,,,False,True,False,1.0,,,,,1.0,,,,,1,0,[1.0],8365999
12,chr5:110344001-151832000,chr5,110344001,151832000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,1,6,,,,False,True,False,0.14285714285714285,0.8571428571428571,,,,0.14285714285714285,1.0,,,,2,0,"[0.14285714285714285, 1.0]",41487999
13,chr5:175902001-181538259,chr5,175902001,181538259,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,5/2,,,,,False,True,False,1.0,,,,,1.0,,,,,1,1,[1.0],5636258
14,chr6:59191911-63507000,chr6,59191911,63507000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2,1/3,,,,False,True,False,0.8571428571428571,0.14285714285714285,,,,0.8571428571428571,1.0,,,,2,1,"[0.8571428571428571, 1.0]",4315089
