,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,t6,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t6_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,t6_norm_cumsum,major,minor,breakpoints,seg_length
0,chr1:1-12673000,chr1,1,12673000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//1_1.1_solutions_downsized.sobj,3,,,,,,False,True,False,1.0,,,,,,1.0,,,,,,1,1,[1.0],12672999
1,chr1:30696001-83839000,chr1,30696001,83839000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,6,1/3,,,,,False,True,False,0.9473684210526316,0.05263157894736842,,,,,0.9473684210526316,1.0,,,,,2,1,"[0.9473684210526316, 1.0]",53142999
2,chr1:155530597-185723000,chr1,155530597,185723000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_1.3_solutions_downsized.sobj,0.0,0.0,0.76073399,0.39141073,0.0,0.0,False,True,False,0.0,0.0,0.6602764190942958,0.3397235809057043,0.0,0.0,0.0,0.0,0.6602764190942958,1.0,1.0,1.0,6,1,"[0.0, 0.0, 0.6602764190942958, 1.0, 1.0, 1.0]",30192403
3,chr1:210201001-233361000,chr1,210201001,233361000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_1.6_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,6,1,[],23159999
4,chr2:65457001-93139350,chr2,65457001,93139350,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,0,5/3,,,,,False,True,False,0.0,1.0,,,,,0.0,1.0,,,,,2,1,"[0.0, 1.0]",27682349
5,chr2:130392001-236506000,chr2,130392001,236506000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1/3,,,,,False,True,False,0.8999999999999999,0.09999999999999999,,,,,0.8999999999999999,0.9999999999999999,,,,,2,1,"[0.8999999999999999, 0.9999999999999999]",106113999
6,chr3:172817001-198295559,chr3,172817001,198295559,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_2.1_solutions_downsized.sobj,2.0,0.35,0.3,0.15,,,True,True,False,0.7142857142857143,0.125,0.10714285714285715,0.053571428571428575,,,0.7142857142857143,0.8392857142857143,0.9464285714285714,1.0,,,3,2,"[0.7142857142857143, 0.8392857142857143, 0.9464285714285714, 1.0]",25478558
7,chr4:58158001-144985000,chr4,58158001,144985000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4,1/3,,,,,False,True,False,0.9230769230769231,0.07692307692307693,,,,,0.9230769230769231,1.0,,,,,2,1,"[0.9230769230769231, 1.0]",86826999
8,chr5:75728001-118925000,chr5,75728001,118925000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,5/2,,,,,False,True,False,0.0,1.0,,,,,0.0,1.0,,,,,2,0,"[0.0, 1.0]",43196999
9,chr6:85345001-151346000,chr6,85345001,151346000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,2,,,,,False,True,False,0.6,0.4,,,,,0.6,1.0,,,,,2,0,"[0.6, 1.0]",66000999
10,chr7:35621001-55346000,chr7,35621001,55346000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3,1/3,,,,,False,True,False,0.8999999999999999,0.09999999999999999,,,,,0.8999999999999999,0.9999999999999999,,,,,2,1,"[0.8999999999999999, 0.9999999999999999]",19724999
11,chr8:98699716-122719144,chr8,98699716,122719144,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.1_solutions_downsized.sobj,1.9166666666666665,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,,True,True,False,0.8846153846153846,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,,0.8846153846153846,0.923076923076923,0.923076923076923,0.9615384615384615,0.9999999999999999,,4,2,"[0.8846153846153846, 0.923076923076923, 0.923076923076923, 0.9615384615384615, 0.9999999999999999]",24019428
12,chr8:98699716-122719144,chr8,98699716,122719144,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.2_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,2,[],24019428
13,chr8:98699716-122719144,chr8,98699716,122719144,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.3_solutions_downsized.sobj,2.0,0.0,0.0,0.0,0.16666666666666666,,False,True,False,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693,,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,,4,2,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 1.0]",24019428
14,chr8:98699716-122719144,chr8,98699716,122719144,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.4_solutions_downsized.sobj,,,,,,,,False,False,,,,,,,,,,,,,4,2,[],24019428
15,chr8:98699716-122719144,chr8,98699716,122719144,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//4_2.5_solutions_downsized.sobj,2.0,0.0,0.0,0.0,0.16666666666666666,,False,True,False,0.9230769230769231,0.0,0.0,0.0,0.07692307692307693,,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,,4,2,"[0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 1.0]",24019428
16,chr9:20312001-71596000,chr9,20312001,71596000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,6,0,,,,,False,True,False,1.0,0.0,,,,,1.0,1.0,,,,,2,1,"[1.0, 1.0]",51283999
17,chr10:11121001-43118000,chr10,11121001,43118000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,4.0,0.0,,,,,False,True,False,1.0,0.0,,,,,1.0,1.0,,,,,2,1,"[1.0, 1.0]",31996999
