,segment_id,chromosome,start,end,file_path,t1,t2,t3,t4,t5,t6,averaged,solved,fully_solved,t1_norm,t2_norm,t3_norm,t4_norm,t5_norm,t6_norm,t1_norm_cumsum,t2_norm_cumsum,t3_norm_cumsum,t4_norm_cumsum,t5_norm_cumsum,t6_norm_cumsum,major,minor,breakpoints,seg_length
0,chr3:115842001-118877000,chr3,115842001,118877000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,3.00001267,1.00012376,0.0,,,,False,True,False,0.7499775876394297,0.25002241236057043,0.0,,,,0.7499775876394297,1.0,1.0,,,,3,0,"[0.7499775876394297, 1.0, 1.0]",3034999
1,chr3:148852001-176843000,chr3,148852001,176843000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//6_0.1_solutions_downsized.sobj,2.99999394,0.49989372,0.66667273,0.24995126,0.0,0.0,False,True,False,0.6792677519598527,0.11318745643974469,0.1509500671191482,0.05659472448125434,0.0,0.0,0.6792677519598527,0.7924552083995974,0.9434052755187456,1.0,1.0,1.0,6,0,"[0.6792677519598527, 0.7924552083995974, 0.9434052755187456, 1.0, 1.0, 1.0]",27990999
2,chr4:36015001-94166500,chr4,36015001,94166500,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,10,1,,,,,False,True,False,0.9090909090909091,0.09090909090909091,,,,,0.9090909090909091,1.0,,,,,2,0,"[0.9090909090909091, 1.0]",58151499
3,chr4:129123501-182885000,chr4,129123501,182885000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,4.00086368,1.99961094,0.0,,,,False,True,False,0.6667578705632455,0.3332421294367544,0.0,,,,0.6667578705632455,1.0,1.0,,,,3,0,"[0.6667578705632455, 1.0, 1.0]",53761499
4,chr5:52645001-62721000,chr5,52645001,62721000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,2,3/2,,,,,False,True,False,0.5714285714285714,0.42857142857142855,,,,,0.5714285714285714,1.0,,,,,2,0,"[0.5714285714285714, 1.0]",10075999
5,chr6:160100001-170805979,chr6,160100001,170805979,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,2.5,0.0,,,,,False,True,False,1.0,0.0,,,,,1.0,1.0,,,,,2,1,"[1.0, 1.0]",10705978
6,chr7:1-8451000,chr7,1,8451000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,3.99934747,0.99974407,0.0,,,,False,True,False,0.8000148502981803,0.1999851497018196,0.0,,,,0.8000148502981803,0.9999999999999999,0.9999999999999999,,,,3,0,"[0.8000148502981803, 0.9999999999999999, 0.9999999999999999]",8450999
7,chr7:99059502-103411000,chr7,99059502,103411000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,0,5/2,,,,,False,True,False,0.0,1.0,,,,,0.0,1.0,,,,,2,0,"[0.0, 1.0]",4351498
8,chr10:63815001-131846000,chr10,63815001,131846000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,6,1/2,,,,,False,True,False,0.9230769230769231,0.07692307692307693,,,,,0.9230769230769231,1.0,,,,,2,0,"[0.9230769230769231, 1.0]",68030999
9,chr11:56708001-70372000,chr11,56708001,70372000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,3.5,0.0,,,,,False,True,False,1.0,0.0,,,,,1.0,1.0,,,,,2,1,"[1.0, 1.0]",13663999
10,chr14:62144001-106397000,chr14,62144001,106397000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,5,3/2,,,,,False,True,False,0.7692307692307693,0.23076923076923078,,,,,0.7692307692307693,1.0,,,,,2,0,"[0.7692307692307693, 1.0]",44252999
11,chr15:38009001-101991189,chr15,38009001,101991189,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,6,5/2,,,,,False,True,False,0.7058823529411765,0.29411764705882354,,,,,0.7058823529411765,1.0,,,,,2,0,"[0.7058823529411765, 1.0]",63982188
12,chr17:1-5652000,chr17,1,5652000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,3,3/2,,,,,False,True,False,0.6666666666666666,0.3333333333333333,,,,,0.6666666666666666,1.0,,,,,2,0,"[0.6666666666666666, 1.0]",5651999
13,chr17:6414001-33005000,chr17,6414001,33005000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_0.1_solutions_downsized.sobj,4,3,,,,,False,True,False,0.5714285714285714,0.42857142857142855,,,,,0.5714285714285714,1.0,,,,,2,0,"[0.5714285714285714, 1.0]",26590999
14,chr19:8604001-25844926,chr19,8604001,25844926,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,4.5,0.0,0.0,,,,False,True,False,1.0,0.0,0.0,,,,1.0,1.0,1.0,,,,2,2,"[1.0, 1.0, 1.0]",17240925
15,chr19:48335001-56069000,chr19,48335001,56069000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//3_0.1_solutions_downsized.sobj,1.99997419,2.4999985,0.0,,,,False,True,False,0.4444414061544005,0.5555585938455995,0.0,,,,0.4444414061544005,1.0,1.0,,,,3,0,"[0.4444414061544005, 1.0, 1.0]",7733999
16,chr20:743827-39009000,chr20,743827,39009000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_1.1_solutions_downsized.sobj,6.5,0.0,,,,,False,True,False,1.0,0.0,,,,,1.0,1.0,,,,,2,1,"[1.0, 1.0]",38265173
17,chr22:14004553-33985000,chr22,14004553,33985000,/n/data1/hms/dbmi/park/jbrew/Tau/downsized_solutions//2_2.1_solutions_downsized.sobj,2.75,0.5,0.25,,,,True,True,False,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,0.7857142857142857,0.9285714285714286,1.0,,,,2,2,"[0.7857142857142857, 0.9285714285714286, 1.0]",19980447
